PA,SZ,AG,Sex,Pop,Time
Punggol,Subzone 2,10_to_14,Males,0,2002
Punggol,Subzone 2,10_to_14,Females,0,2002
Punggol,Subzone 2,15_to_19,Males,0,2002
Punggol,Subzone 2,15_to_19,Females,0,2002
Punggol,Subzone 2,20_to_24,Males,0,2002
Punggol,Subzone 2,20_to_24,Females,0,2002
Punggol,Subzone 2,25_to_29,Males,0,2002
Punggol,Subzone 2,25_to_29,Females,0,2002
Punggol,Subzone 2,30_to_34,Males,0,2002
Punggol,Subzone 2,30_to_34,Females,0,2002
Punggol,Subzone 2,35_to_39,Males,0,2002
Punggol,Subzone 2,35_to_39,Females,0,2002
Punggol,Subzone 2,40_to_44,Males,0,2002
Punggol,Subzone 2,40_to_44,Females,0,2002
Punggol,Subzone 2,45_to_49,Males,0,2002
Punggol,Subzone 2,45_to_49,Females,0,2002
Punggol,Subzone 2,50_to_54,Males,0,2002
Punggol,Subzone 2,50_to_54,Females,0,2002
Punggol,Subzone 2,55_to_59,Males,0,2002
Punggol,Subzone 2,55_to_59,Females,0,2002
Punggol,Subzone 2,60_to_64,Males,0,2002
Punggol,Subzone 2,60_to_64,Females,0,2002
Punggol,Subzone 2,65_to_69,Males,0,2002
Punggol,Subzone 2,65_to_69,Females,0,2002
Punggol,Subzone 2,70_to_74,Males,0,2002
Punggol,Subzone 2,70_to_74,Females,0,2002
Punggol,Subzone 2,75_to_79,Males,0,2002
Punggol,Subzone 2,75_to_79,Females,0,2002
Punggol,Subzone 2,80_to_84,Males,0,2002
Punggol,Subzone 2,80_to_84,Females,0,2002
Punggol,Subzone 2,85_and_over,Males,0,2002
Punggol,Subzone 2,85_and_over,Females,0,2002
Punggol,Subzone 3,0_to_4,Males,10,2002
Punggol,Subzone 3,0_to_4,Females,10,2002
Punggol,Subzone 3,5_to_9,Males,10,2002
Punggol,Subzone 3,5_to_9,Females,10,2002
Punggol,Subzone 3,10_to_14,Males,10,2002
Punggol,Subzone 3,10_to_14,Females,10,2002
Punggol,Subzone 3,15_to_19,Males,10,2002
Punggol,Subzone 3,15_to_19,Females,0,2002
Punggol,Subzone 3,20_to_24,Males,10,2002
Punggol,Subzone 3,20_to_24,Females,10,2002
Punggol,Subzone 3,25_to_29,Males,20,2002
Punggol,Subzone 3,25_to_29,Females,20,2002
Punggol,Subzone 3,30_to_34,Males,20,2002
Punggol,Subzone 3,30_to_34,Females,10,2002
Punggol,Subzone 3,35_to_39,Males,20,2002
Punggol,Subzone 3,35_to_39,Females,20,2002
Punggol,Subzone 3,40_to_44,Males,20,2002
Punggol,Subzone 3,40_to_44,Females,10,2002
Punggol,Subzone 3,45_to_49,Males,10,2002
Punggol,Subzone 3,45_to_49,Females,10,2002
Punggol,Subzone 3,50_to_54,Males,0,2002
Punggol,Subzone 3,50_to_54,Females,0,2002
Punggol,Subzone 3,55_to_59,Males,0,2002
Punggol,Subzone 3,55_to_59,Females,10,2002
Punggol,Subzone 3,60_to_64,Males,0,2002
Punggol,Subzone 3,60_to_64,Females,10,2002
Punggol,Subzone 3,65_to_69,Males,10,2002
Punggol,Subzone 3,65_to_69,Females,0,2002
Punggol,Subzone 3,70_to_74,Males,0,2002
Punggol,Subzone 3,70_to_74,Females,0,2002
Punggol,Subzone 3,75_to_79,Males,0,2002
Punggol,Subzone 3,75_to_79,Females,0,2002
Punggol,Subzone 3,80_to_84,Males,0,2002
Punggol,Subzone 3,80_to_84,Females,0,2002
Punggol,Subzone 3,85_and_over,Males,0,2002
Punggol,Subzone 3,85_and_over,Females,0,2002
Punggol,Subzone 4,0_to_4,Males,610,2002
Punggol,Subzone 4,0_to_4,Females,540,2002
Punggol,Subzone 4,5_to_9,Males,410,2002
Punggol,Subzone 4,5_to_9,Females,400,2002
Punggol,Subzone 4,10_to_14,Males,390,2002
Punggol,Subzone 4,10_to_14,Females,370,2002
Punggol,Subzone 4,15_to_19,Males,330,2002
Punggol,Subzone 4,15_to_19,Females,330,2002
Punggol,Subzone 4,20_to_24,Males,290,2002
Punggol,Subzone 4,20_to_24,Females,380,2002
Punggol,Subzone 4,25_to_29,Males,650,2002
Punggol,Subzone 4,25_to_29,Females,820,2002
Punggol,Subzone 4,30_to_34,Males,910,2002
Punggol,Subzone 4,30_to_34,Females,820,2002
Punggol,Subzone 4,35_to_39,Males,670,2002
Punggol,Subzone 4,35_to_39,Females,620,2002
Punggol,Subzone 4,40_to_44,Males,600,2002
Punggol,Subzone 4,40_to_44,Females,550,2002
Punggol,Subzone 4,45_to_49,Males,470,2002
Punggol,Subzone 4,45_to_49,Females,440,2002
Punggol,Subzone 4,50_to_54,Males,290,2002
Punggol,Subzone 4,50_to_54,Females,310,2002
Punggol,Subzone 4,55_to_59,Males,200,2002
Punggol,Subzone 4,55_to_59,Females,200,2002
Punggol,Subzone 4,60_to_64,Males,140,2002
Punggol,Subzone 4,60_to_64,Females,170,2002
Punggol,Subzone 4,65_to_69,Males,80,2002
Punggol,Subzone 4,65_to_69,Females,110,2002
Punggol,Subzone 4,70_to_74,Males,50,2002
Punggol,Subzone 4,70_to_74,Females,80,2002
Punggol,Subzone 4,75_to_79,Males,20,2002
Punggol,Subzone 4,75_to_79,Females,70,2002
Punggol,Subzone 4,80_to_84,Males,20,2002
Punggol,Subzone 4,80_to_84,Females,40,2002
Punggol,Subzone 4,85_and_over,Males,20,2002
Punggol,Subzone 4,85_and_over,Females,30,2002
Punggol,Subzone 5,0_to_4,Males,0,2002
Punggol,Subzone 5,0_to_4,Females,0,2002
Punggol,Subzone 5,5_to_9,Males,0,2002
Punggol,Subzone 5,5_to_9,Females,0,2002
Punggol,Subzone 5,10_to_14,Males,0,2002
Punggol,Subzone 5,10_to_14,Females,0,2002
Punggol,Subzone 5,15_to_19,Males,0,2002
Punggol,Subzone 5,15_to_19,Females,0,2002
Punggol,Subzone 5,20_to_24,Males,0,2002
Punggol,Subzone 5,20_to_24,Females,0,2002
Punggol,Subzone 5,25_to_29,Males,0,2002
Punggol,Subzone 5,25_to_29,Females,0,2002
Punggol,Subzone 5,30_to_34,Males,0,2002
Punggol,Subzone 5,30_to_34,Females,0,2002
Punggol,Subzone 5,35_to_39,Males,0,2002
Punggol,Subzone 5,35_to_39,Females,0,2002
Punggol,Subzone 5,40_to_44,Males,0,2002
Punggol,Subzone 5,40_to_44,Females,0,2002
Punggol,Subzone 5,45_to_49,Males,0,2002
Punggol,Subzone 5,45_to_49,Females,0,2002
Punggol,Subzone 5,50_to_54,Males,0,2002
Punggol,Subzone 5,50_to_54,Females,0,2002
Punggol,Subzone 5,55_to_59,Males,0,2002
Punggol,Subzone 5,55_to_59,Females,0,2002
Punggol,Subzone 5,60_to_64,Males,0,2002
Punggol,Subzone 5,60_to_64,Females,0,2002
Punggol,Subzone 5,65_to_69,Males,0,2002
Punggol,Subzone 5,65_to_69,Females,0,2002
Punggol,Subzone 5,70_to_74,Males,0,2002
Punggol,Subzone 5,70_to_74,Females,0,2002
Punggol,Subzone 5,75_to_79,Males,0,2002
Punggol,Subzone 5,75_to_79,Females,0,2002
Punggol,Subzone 5,80_to_84,Males,0,2002
Punggol,Subzone 5,80_to_84,Females,0,2002
Punggol,Subzone 5,85_and_over,Males,0,2002
Punggol,Subzone 5,85_and_over,Females,0,2002
Punggol,Subzone 6,0_to_4,Males,0,2002
Punggol,Subzone 6,0_to_4,Females,0,2002
Punggol,Subzone 6,5_to_9,Males,0,2002
Punggol,Subzone 6,5_to_9,Females,0,2002
Punggol,Subzone 6,10_to_14,Males,0,2002
Punggol,Subzone 6,10_to_14,Females,0,2002
Punggol,Subzone 6,15_to_19,Males,0,2002
Punggol,Subzone 6,15_to_19,Females,0,2002
Punggol,Subzone 6,20_to_24,Males,0,2002
Punggol,Subzone 6,20_to_24,Females,0,2002
Punggol,Subzone 6,25_to_29,Males,0,2002
Punggol,Subzone 6,25_to_29,Females,0,2002
Punggol,Subzone 6,30_to_34,Males,0,2002
Punggol,Subzone 6,30_to_34,Females,0,2002
Punggol,Subzone 6,35_to_39,Males,0,2002
Punggol,Subzone 6,35_to_39,Females,0,2002
Punggol,Subzone 6,40_to_44,Males,0,2002
Punggol,Subzone 6,40_to_44,Females,0,2002
Punggol,Subzone 6,45_to_49,Males,0,2002
Punggol,Subzone 6,45_to_49,Females,0,2002
Punggol,Subzone 6,50_to_54,Males,0,2002
Punggol,Subzone 6,50_to_54,Females,0,2002
Punggol,Subzone 6,55_to_59,Males,0,2002
Punggol,Subzone 6,55_to_59,Females,0,2002
Punggol,Subzone 6,60_to_64,Males,0,2002
Punggol,Subzone 6,60_to_64,Females,0,2002
Punggol,Subzone 6,65_to_69,Males,0,2002
Punggol,Subzone 6,65_to_69,Females,0,2002
Punggol,Subzone 6,70_to_74,Males,0,2002
Punggol,Subzone 6,70_to_74,Females,0,2002
Punggol,Subzone 6,75_to_79,Males,0,2002
Punggol,Subzone 6,75_to_79,Females,0,2002
Punggol,Subzone 6,80_to_84,Males,0,2002
Punggol,Subzone 6,80_to_84,Females,0,2002
Punggol,Subzone 6,85_and_over,Males,0,2002
Punggol,Subzone 6,85_and_over,Females,0,2002
Queenstown,Commonwealth,0_to_4,Males,230,2002
Queenstown,Commonwealth,0_to_4,Females,210,2002
Queenstown,Commonwealth,5_to_9,Males,170,2002
Queenstown,Commonwealth,5_to_9,Females,160,2002
Queenstown,Commonwealth,10_to_14,Males,200,2002
Queenstown,Commonwealth,10_to_14,Females,180,2002
Queenstown,Commonwealth,15_to_19,Males,190,2002
Queenstown,Commonwealth,15_to_19,Females,180,2002
Queenstown,Commonwealth,20_to_24,Males,220,2002
Queenstown,Commonwealth,20_to_24,Females,270,2002
Queenstown,Commonwealth,25_to_29,Males,350,2002
Queenstown,Commonwealth,25_to_29,Females,390,2002
Queenstown,Commonwealth,30_to_34,Males,420,2002
Queenstown,Commonwealth,30_to_34,Females,370,2002
Queenstown,Commonwealth,35_to_39,Males,380,2002
Queenstown,Commonwealth,35_to_39,Females,350,2002
Queenstown,Commonwealth,40_to_44,Males,330,2002
Queenstown,Commonwealth,40_to_44,Females,350,2002
Queenstown,Commonwealth,45_to_49,Males,320,2002
Queenstown,Commonwealth,45_to_49,Females,310,2002
Queenstown,Commonwealth,50_to_54,Males,260,2002
Queenstown,Commonwealth,50_to_54,Females,330,2002
Queenstown,Commonwealth,55_to_59,Males,210,2002
Queenstown,Commonwealth,55_to_59,Females,270,2002
Queenstown,Commonwealth,60_to_64,Males,250,2002
Queenstown,Commonwealth,60_to_64,Females,390,2002
Queenstown,Commonwealth,65_to_69,Males,240,2002
Queenstown,Commonwealth,65_to_69,Females,320,2002
Queenstown,Commonwealth,70_to_74,Males,230,2002
Queenstown,Commonwealth,70_to_74,Females,210,2002
Queenstown,Commonwealth,75_to_79,Males,130,2002
Queenstown,Commonwealth,75_to_79,Females,150,2002
Queenstown,Commonwealth,80_to_84,Males,60,2002
Queenstown,Commonwealth,80_to_84,Females,110,2002
Queenstown,Commonwealth,85_and_over,Males,50,2002
Queenstown,Commonwealth,85_and_over,Females,80,2002
Queenstown,Dover,0_to_4,Males,360,2002
Queenstown,Dover,0_to_4,Females,360,2002
Queenstown,Dover,5_to_9,Males,410,2002
Queenstown,Dover,5_to_9,Females,360,2002
Queenstown,Dover,10_to_14,Males,360,2002
Queenstown,Dover,10_to_14,Females,310,2002
Queenstown,Dover,15_to_19,Males,280,2002
Queenstown,Dover,15_to_19,Females,260,2002
Queenstown,Dover,20_to_24,Males,350,2002
Queenstown,Dover,20_to_24,Females,370,2002
Queenstown,Dover,25_to_29,Males,490,2002
Queenstown,Dover,25_to_29,Females,500,2002
Queenstown,Dover,30_to_34,Males,500,2002
Queenstown,Dover,30_to_34,Females,530,2002
Queenstown,Dover,35_to_39,Males,620,2002
Queenstown,Dover,35_to_39,Females,580,2002
Queenstown,Dover,40_to_44,Males,540,2002
Queenstown,Dover,40_to_44,Females,530,2002
Queenstown,Dover,45_to_49,Males,450,2002
Queenstown,Dover,45_to_49,Females,430,2002
Queenstown,Dover,50_to_54,Males,390,2002
Queenstown,Dover,50_to_54,Females,480,2002
Queenstown,Dover,55_to_59,Males,290,2002
Queenstown,Dover,55_to_59,Females,330,2002
Queenstown,Dover,60_to_64,Males,280,2002
Queenstown,Dover,60_to_64,Females,320,2002
Queenstown,Dover,65_to_69,Males,220,2002
Queenstown,Dover,65_to_69,Females,220,2002
Queenstown,Dover,70_to_74,Males,140,2002
Queenstown,Dover,70_to_74,Females,140,2002
Queenstown,Dover,75_to_79,Males,90,2002
Queenstown,Dover,75_to_79,Females,120,2002
Queenstown,Dover,80_to_84,Males,40,2002
Queenstown,Dover,80_to_84,Females,70,2002
Queenstown,Dover,85_and_over,Males,20,2002
Queenstown,Dover,85_and_over,Females,50,2002
Queenstown,Ghim Moh,0_to_4,Males,310,2002
Queenstown,Ghim Moh,0_to_4,Females,280,2002
Queenstown,Ghim Moh,5_to_9,Males,300,2002
Queenstown,Ghim Moh,5_to_9,Females,310,2002
Queenstown,Ghim Moh,10_to_14,Males,260,2002
Queenstown,Ghim Moh,10_to_14,Females,280,2002
Queenstown,Ghim Moh,15_to_19,Males,270,2002
Queenstown,Ghim Moh,15_to_19,Females,260,2002
Queenstown,Ghim Moh,20_to_24,Males,390,2002
Queenstown,Ghim Moh,20_to_24,Females,390,2002
Queenstown,Ghim Moh,25_to_29,Males,600,2002
Queenstown,Ghim Moh,25_to_29,Females,540,2002
Queenstown,Ghim Moh,30_to_34,Males,500,2002
Queenstown,Ghim Moh,30_to_34,Females,520,2002
Queenstown,Ghim Moh,35_to_39,Males,490,2002
Queenstown,Ghim Moh,35_to_39,Females,460,2002
Queenstown,Ghim Moh,40_to_44,Males,400,2002
Queenstown,Ghim Moh,40_to_44,Females,420,2002
Queenstown,Ghim Moh,45_to_49,Males,400,2002
Queenstown,Ghim Moh,45_to_49,Females,430,2002
Queenstown,Ghim Moh,50_to_54,Males,410,2002
Queenstown,Ghim Moh,50_to_54,Females,530,2002
Queenstown,Ghim Moh,55_to_59,Males,350,2002
Queenstown,Ghim Moh,55_to_59,Females,460,2002
Queenstown,Ghim Moh,60_to_64,Males,380,2002
Queenstown,Ghim Moh,60_to_64,Females,440,2002
Queenstown,Ghim Moh,65_to_69,Males,310,2002
Queenstown,Ghim Moh,65_to_69,Females,330,2002
Queenstown,Ghim Moh,70_to_74,Males,210,2002
Queenstown,Ghim Moh,70_to_74,Females,240,2002
Queenstown,Ghim Moh,75_to_79,Males,130,2002
Queenstown,Ghim Moh,75_to_79,Females,140,2002
Queenstown,Ghim Moh,80_to_84,Males,70,2002
Queenstown,Ghim Moh,80_to_84,Females,80,2002
Queenstown,Ghim Moh,85_and_over,Males,40,2002
Queenstown,Ghim Moh,85_and_over,Females,60,2002
Queenstown,Holland Drive,0_to_4,Males,460,2002
Queenstown,Holland Drive,0_to_4,Females,410,2002
Queenstown,Holland Drive,5_to_9,Males,420,2002
Queenstown,Holland Drive,5_to_9,Females,370,2002
Queenstown,Holland Drive,10_to_14,Males,360,2002
Queenstown,Holland Drive,10_to_14,Females,360,2002
Queenstown,Holland Drive,15_to_19,Males,360,2002
Queenstown,Holland Drive,15_to_19,Females,300,2002
Queenstown,Holland Drive,20_to_24,Males,470,2002
Queenstown,Holland Drive,20_to_24,Females,470,2002
Queenstown,Holland Drive,25_to_29,Males,810,2002
Queenstown,Holland Drive,25_to_29,Females,850,2002
Queenstown,Holland Drive,30_to_34,Males,810,2002
Queenstown,Holland Drive,30_to_34,Females,870,2002
Queenstown,Holland Drive,35_to_39,Males,760,2002
Queenstown,Holland Drive,35_to_39,Females,690,2002
Queenstown,Holland Drive,40_to_44,Males,580,2002
Queenstown,Holland Drive,40_to_44,Females,660,2002
Queenstown,Holland Drive,45_to_49,Males,530,2002
Queenstown,Holland Drive,45_to_49,Females,610,2002
Queenstown,Holland Drive,50_to_54,Males,500,2002
Queenstown,Holland Drive,50_to_54,Females,730,2002
Queenstown,Holland Drive,55_to_59,Males,440,2002
Queenstown,Holland Drive,55_to_59,Females,580,2002
Queenstown,Holland Drive,60_to_64,Males,500,2002
Queenstown,Holland Drive,60_to_64,Females,640,2002
Queenstown,Holland Drive,65_to_69,Males,430,2002
Queenstown,Holland Drive,65_to_69,Females,430,2002
Queenstown,Holland Drive,70_to_74,Males,340,2002
Queenstown,Holland Drive,70_to_74,Females,310,2002
Queenstown,Holland Drive,75_to_79,Males,170,2002
Queenstown,Holland Drive,75_to_79,Females,210,2002
Queenstown,Holland Drive,80_to_84,Males,90,2002
Queenstown,Holland Drive,80_to_84,Females,110,2002
Queenstown,Holland Drive,85_and_over,Males,60,2002
Queenstown,Holland Drive,85_and_over,Females,100,2002
Queenstown,Kent Ridge,0_to_4,Males,30,2002
Queenstown,Kent Ridge,0_to_4,Females,40,2002
Queenstown,Kent Ridge,5_to_9,Males,60,2002
Queenstown,Kent Ridge,5_to_9,Females,50,2002
Queenstown,Kent Ridge,10_to_14,Males,50,2002
Queenstown,Kent Ridge,10_to_14,Females,60,2002
Queenstown,Kent Ridge,15_to_19,Males,50,2002
Queenstown,Kent Ridge,15_to_19,Females,40,2002
Queenstown,Kent Ridge,20_to_24,Males,30,2002
Queenstown,Kent Ridge,20_to_24,Females,40,2002
Queenstown,Kent Ridge,25_to_29,Males,40,2002
Queenstown,Kent Ridge,25_to_29,Females,60,2002
Queenstown,Kent Ridge,30_to_34,Males,50,2002
Queenstown,Kent Ridge,30_to_34,Females,50,2002
Queenstown,Kent Ridge,35_to_39,Males,70,2002
Queenstown,Kent Ridge,35_to_39,Females,80,2002
Queenstown,Kent Ridge,40_to_44,Males,80,2002
Queenstown,Kent Ridge,40_to_44,Females,60,2002
Queenstown,Kent Ridge,45_to_49,Males,60,2002
Queenstown,Kent Ridge,45_to_49,Females,60,2002
Queenstown,Kent Ridge,50_to_54,Males,60,2002
Queenstown,Kent Ridge,50_to_54,Females,40,2002
Queenstown,Kent Ridge,55_to_59,Males,30,2002
Queenstown,Kent Ridge,55_to_59,Females,30,2002
Queenstown,Kent Ridge,60_to_64,Males,20,2002
Queenstown,Kent Ridge,60_to_64,Females,20,2002
Queenstown,Kent Ridge,65_to_69,Males,10,2002
Queenstown,Kent Ridge,65_to_69,Females,10,2002
Queenstown,Kent Ridge,70_to_74,Males,10,2002
Queenstown,Kent Ridge,70_to_74,Females,0,2002
Queenstown,Kent Ridge,75_to_79,Males,0,2002
Queenstown,Kent Ridge,75_to_79,Females,10,2002
Queenstown,Kent Ridge,80_to_84,Males,0,2002
Queenstown,Kent Ridge,80_to_84,Females,0,2002
Queenstown,Kent Ridge,85_and_over,Males,0,2002
Queenstown,Kent Ridge,85_and_over,Females,0,2002
Queenstown,Margaret Drive,0_to_4,Males,190,2002
Queenstown,Margaret Drive,0_to_4,Females,190,2002
Queenstown,Margaret Drive,5_to_9,Males,200,2002
Queenstown,Margaret Drive,5_to_9,Females,170,2002
Queenstown,Margaret Drive,10_to_14,Males,170,2002
Queenstown,Margaret Drive,10_to_14,Females,150,2002
Queenstown,Margaret Drive,15_to_19,Males,160,2002
Queenstown,Margaret Drive,15_to_19,Females,150,2002
Queenstown,Margaret Drive,20_to_24,Males,200,2002
Queenstown,Margaret Drive,20_to_24,Females,190,2002
Queenstown,Margaret Drive,25_to_29,Males,280,2002
Queenstown,Margaret Drive,25_to_29,Females,280,2002
Queenstown,Margaret Drive,30_to_34,Males,290,2002
Queenstown,Margaret Drive,30_to_34,Females,320,2002
Queenstown,Margaret Drive,35_to_39,Males,340,2002
Queenstown,Margaret Drive,35_to_39,Females,310,2002
Queenstown,Margaret Drive,40_to_44,Males,270,2002
Queenstown,Margaret Drive,40_to_44,Females,290,2002
Queenstown,Margaret Drive,45_to_49,Males,260,2002
Queenstown,Margaret Drive,45_to_49,Females,260,2002
Queenstown,Margaret Drive,50_to_54,Males,230,2002
Queenstown,Margaret Drive,50_to_54,Females,280,2002
Queenstown,Margaret Drive,55_to_59,Males,170,2002
Queenstown,Margaret Drive,55_to_59,Females,180,2002
Queenstown,Margaret Drive,60_to_64,Males,160,2002
Queenstown,Margaret Drive,60_to_64,Females,200,2002
Queenstown,Margaret Drive,65_to_69,Males,130,2002
Queenstown,Margaret Drive,65_to_69,Females,160,2002
Queenstown,Margaret Drive,70_to_74,Males,100,2002
Queenstown,Margaret Drive,70_to_74,Females,150,2002
Queenstown,Margaret Drive,75_to_79,Males,70,2002
Queenstown,Margaret Drive,75_to_79,Females,90,2002
Queenstown,Margaret Drive,80_to_84,Males,30,2002
Queenstown,Margaret Drive,80_to_84,Females,40,2002
Queenstown,Margaret Drive,85_and_over,Males,20,2002
Queenstown,Margaret Drive,85_and_over,Females,50,2002
Queenstown,Mei Chin,0_to_4,Males,420,2002
Queenstown,Mei Chin,0_to_4,Females,450,2002
Queenstown,Mei Chin,5_to_9,Males,530,2002
Queenstown,Mei Chin,5_to_9,Females,450,2002
Queenstown,Mei Chin,10_to_14,Males,480,2002
Queenstown,Mei Chin,10_to_14,Females,490,2002
Queenstown,Mei Chin,15_to_19,Males,430,2002
Queenstown,Mei Chin,15_to_19,Females,420,2002
Queenstown,Mei Chin,20_to_24,Males,430,2002
Queenstown,Mei Chin,20_to_24,Females,440,2002
Queenstown,Mei Chin,25_to_29,Males,610,2002
Queenstown,Mei Chin,25_to_29,Females,650,2002
Queenstown,Mei Chin,30_to_34,Males,670,2002
Queenstown,Mei Chin,30_to_34,Females,720,2002
Queenstown,Mei Chin,35_to_39,Males,780,2002
Queenstown,Mei Chin,35_to_39,Females,810,2002
Queenstown,Mei Chin,40_to_44,Males,760,2002
Queenstown,Mei Chin,40_to_44,Females,730,2002
Queenstown,Mei Chin,45_to_49,Males,750,2002
Queenstown,Mei Chin,45_to_49,Females,720,2002
Queenstown,Mei Chin,50_to_54,Males,570,2002
Queenstown,Mei Chin,50_to_54,Females,580,2002
Queenstown,Mei Chin,55_to_59,Males,370,2002
Queenstown,Mei Chin,55_to_59,Females,460,2002
Queenstown,Mei Chin,60_to_64,Males,430,2002
Queenstown,Mei Chin,60_to_64,Females,590,2002
Queenstown,Mei Chin,65_to_69,Males,350,2002
Queenstown,Mei Chin,65_to_69,Females,440,2002
Queenstown,Mei Chin,70_to_74,Males,350,2002
Queenstown,Mei Chin,70_to_74,Females,350,2002
Queenstown,Mei Chin,75_to_79,Males,240,2002
Queenstown,Mei Chin,75_to_79,Females,230,2002
Queenstown,Mei Chin,80_to_84,Males,90,2002
Queenstown,Mei Chin,80_to_84,Females,120,2002
Queenstown,Mei Chin,85_and_over,Males,60,2002
Queenstown,Mei Chin,85_and_over,Females,100,2002
Queenstown,National University Of Singapore,0_to_4,Males,10,2002
Queenstown,National University Of Singapore,0_to_4,Females,10,2002
Queenstown,National University Of Singapore,5_to_9,Males,0,2002
Queenstown,National University Of Singapore,5_to_9,Females,10,2002
Queenstown,National University Of Singapore,10_to_14,Males,10,2002
Queenstown,National University Of Singapore,10_to_14,Females,0,2002
Queenstown,National University Of Singapore,15_to_19,Males,0,2002
Queenstown,National University Of Singapore,15_to_19,Females,0,2002
Queenstown,National University Of Singapore,20_to_24,Males,0,2002
Queenstown,National University Of Singapore,20_to_24,Females,10,2002
Queenstown,National University Of Singapore,25_to_29,Males,10,2002
Queenstown,National University Of Singapore,25_to_29,Females,10,2002
Queenstown,National University Of Singapore,30_to_34,Males,10,2002
Queenstown,National University Of Singapore,30_to_34,Females,10,2002
Queenstown,National University Of Singapore,35_to_39,Males,10,2002
Queenstown,National University Of Singapore,35_to_39,Females,10,2002
Queenstown,National University Of Singapore,40_to_44,Males,10,2002
Queenstown,National University Of Singapore,40_to_44,Females,0,2002
Queenstown,National University Of Singapore,45_to_49,Males,0,2002
Queenstown,National University Of Singapore,45_to_49,Females,0,2002
Queenstown,National University Of Singapore,50_to_54,Males,0,2002
Queenstown,National University Of Singapore,50_to_54,Females,0,2002
Queenstown,National University Of Singapore,55_to_59,Males,0,2002
Queenstown,National University Of Singapore,55_to_59,Females,0,2002
Queenstown,National University Of Singapore,60_to_64,Males,0,2002
Queenstown,National University Of Singapore,60_to_64,Females,0,2002
Queenstown,National University Of Singapore,65_to_69,Males,0,2002
Queenstown,National University Of Singapore,65_to_69,Females,0,2002
Queenstown,National University Of Singapore,70_to_74,Males,0,2002
Queenstown,National University Of Singapore,70_to_74,Females,0,2002
Queenstown,National University Of Singapore,75_to_79,Males,0,2002
Queenstown,National University Of Singapore,75_to_79,Females,0,2002
Queenstown,National University Of Singapore,80_to_84,Males,0,2002
Queenstown,National University Of Singapore,80_to_84,Females,0,2002
Queenstown,National University Of Singapore,85_and_over,Males,0,2002
Queenstown,National University Of Singapore,85_and_over,Females,0,2002
Queenstown,One North,0_to_4,Males,10,2002
Queenstown,One North,0_to_4,Females,0,2002
Queenstown,One North,5_to_9,Males,10,2002
Queenstown,One North,5_to_9,Females,10,2002
Queenstown,One North,10_to_14,Males,10,2002
Queenstown,One North,10_to_14,Females,10,2002
Queenstown,One North,15_to_19,Males,10,2002
Queenstown,One North,15_to_19,Females,0,2002
Queenstown,One North,20_to_24,Males,0,2002
Queenstown,One North,20_to_24,Females,0,2002
Queenstown,One North,25_to_29,Males,10,2002
Queenstown,One North,25_to_29,Females,10,2002
Queenstown,One North,30_to_34,Males,10,2002
Queenstown,One North,30_to_34,Females,10,2002
Queenstown,One North,35_to_39,Males,20,2002
Queenstown,One North,35_to_39,Females,20,2002
Queenstown,One North,40_to_44,Males,20,2002
Queenstown,One North,40_to_44,Females,10,2002
Queenstown,One North,45_to_49,Males,10,2002
Queenstown,One North,45_to_49,Females,10,2002
Queenstown,One North,50_to_54,Males,10,2002
Queenstown,One North,50_to_54,Females,10,2002
Queenstown,One North,55_to_59,Males,0,2002
Queenstown,One North,55_to_59,Females,10,2002
Queenstown,One North,60_to_64,Males,0,2002
Queenstown,One North,60_to_64,Females,0,2002
Queenstown,One North,65_to_69,Males,0,2002
Queenstown,One North,65_to_69,Females,0,2002
Queenstown,One North,70_to_74,Males,0,2002
Queenstown,One North,70_to_74,Females,0,2002
Queenstown,One North,75_to_79,Males,0,2002
Queenstown,One North,75_to_79,Females,0,2002
Queenstown,One North,80_to_84,Males,0,2002
Queenstown,One North,80_to_84,Females,0,2002
Queenstown,One North,85_and_over,Males,0,2002
Queenstown,One North,85_and_over,Females,0,2002
Queenstown,Pasir Panjang 1,0_to_4,Males,90,2002
Queenstown,Pasir Panjang 1,0_to_4,Females,80,2002
Queenstown,Pasir Panjang 1,5_to_9,Males,110,2002
Queenstown,Pasir Panjang 1,5_to_9,Females,100,2002
Queenstown,Pasir Panjang 1,10_to_14,Males,130,2002
Queenstown,Pasir Panjang 1,10_to_14,Females,120,2002
Queenstown,Pasir Panjang 1,15_to_19,Males,110,2002
Queenstown,Pasir Panjang 1,15_to_19,Females,110,2002
Queenstown,Pasir Panjang 1,20_to_24,Males,110,2002
Queenstown,Pasir Panjang 1,20_to_24,Females,100,2002
Queenstown,Pasir Panjang 1,25_to_29,Males,110,2002
Queenstown,Pasir Panjang 1,25_to_29,Females,120,2002
Queenstown,Pasir Panjang 1,30_to_34,Males,90,2002
Queenstown,Pasir Panjang 1,30_to_34,Females,110,2002
Queenstown,Pasir Panjang 1,35_to_39,Males,130,2002
Queenstown,Pasir Panjang 1,35_to_39,Females,150,2002
Queenstown,Pasir Panjang 1,40_to_44,Males,150,2002
Queenstown,Pasir Panjang 1,40_to_44,Females,190,2002
Queenstown,Pasir Panjang 1,45_to_49,Males,160,2002
Queenstown,Pasir Panjang 1,45_to_49,Females,170,2002
Queenstown,Pasir Panjang 1,50_to_54,Males,130,2002
Queenstown,Pasir Panjang 1,50_to_54,Females,120,2002
Queenstown,Pasir Panjang 1,55_to_59,Males,80,2002
