PA,SZ,AG,Sex,Pop,Time
Jurong East,Jurong Regional Centre,70_to_74,Males,30,2005
Jurong East,Jurong Regional Centre,70_to_74,Females,30,2005
Jurong East,Jurong Regional Centre,75_to_79,Males,20,2005
Jurong East,Jurong Regional Centre,75_to_79,Females,20,2005
Jurong East,Jurong Regional Centre,80_to_84,Males,10,2005
Jurong East,Jurong Regional Centre,80_to_84,Females,10,2005
Jurong East,Jurong Regional Centre,85_and_over,Males,0,2005
Jurong East,Jurong Regional Centre,85_and_over,Females,10,2005
Jurong East,Jurong River,0_to_4,Males,0,2005
Jurong East,Jurong River,0_to_4,Females,0,2005
Jurong East,Jurong River,5_to_9,Males,0,2005
Jurong East,Jurong River,5_to_9,Females,0,2005
Jurong East,Jurong River,10_to_14,Males,0,2005
Jurong East,Jurong River,10_to_14,Females,0,2005
Jurong East,Jurong River,15_to_19,Males,0,2005
Jurong East,Jurong River,15_to_19,Females,0,2005
Jurong East,Jurong River,20_to_24,Males,0,2005
Jurong East,Jurong River,20_to_24,Females,0,2005
Jurong East,Jurong River,25_to_29,Males,0,2005
Jurong East,Jurong River,25_to_29,Females,0,2005
Jurong East,Jurong River,30_to_34,Males,0,2005
Jurong East,Jurong River,30_to_34,Females,0,2005
Jurong East,Jurong River,35_to_39,Males,0,2005
Jurong East,Jurong River,35_to_39,Females,0,2005
Jurong East,Jurong River,40_to_44,Males,0,2005
Jurong East,Jurong River,40_to_44,Females,0,2005
Jurong East,Jurong River,45_to_49,Males,0,2005
Jurong East,Jurong River,45_to_49,Females,0,2005
Jurong East,Jurong River,50_to_54,Males,0,2005
Jurong East,Jurong River,50_to_54,Females,0,2005
Jurong East,Jurong River,55_to_59,Males,0,2005
Jurong East,Jurong River,55_to_59,Females,0,2005
Jurong East,Jurong River,60_to_64,Males,0,2005
Jurong East,Jurong River,60_to_64,Females,0,2005
Jurong East,Jurong River,65_to_69,Males,0,2005
Jurong East,Jurong River,65_to_69,Females,0,2005
Jurong East,Jurong River,70_to_74,Males,0,2005
Jurong East,Jurong River,70_to_74,Females,0,2005
Jurong East,Jurong River,75_to_79,Males,0,2005
Jurong East,Jurong River,75_to_79,Females,0,2005
Jurong East,Jurong River,80_to_84,Males,0,2005
Jurong East,Jurong River,80_to_84,Females,0,2005
Jurong East,Jurong River,85_and_over,Males,0,2005
Jurong East,Jurong River,85_and_over,Females,0,2005
Jurong East,Penjuru Crescent,0_to_4,Males,0,2005
Jurong East,Penjuru Crescent,0_to_4,Females,0,2005
Jurong East,Penjuru Crescent,5_to_9,Males,0,2005
Jurong East,Penjuru Crescent,5_to_9,Females,0,2005
Jurong East,Penjuru Crescent,10_to_14,Males,0,2005
Jurong East,Penjuru Crescent,10_to_14,Females,0,2005
Jurong East,Penjuru Crescent,15_to_19,Males,0,2005
Jurong East,Penjuru Crescent,15_to_19,Females,0,2005
Jurong East,Penjuru Crescent,20_to_24,Males,0,2005
Jurong East,Penjuru Crescent,20_to_24,Females,0,2005
Jurong East,Penjuru Crescent,25_to_29,Males,0,2005
Jurong East,Penjuru Crescent,25_to_29,Females,0,2005
Jurong East,Penjuru Crescent,30_to_34,Males,0,2005
Jurong East,Penjuru Crescent,30_to_34,Females,0,2005
Jurong East,Penjuru Crescent,35_to_39,Males,0,2005
Jurong East,Penjuru Crescent,35_to_39,Females,0,2005
Jurong East,Penjuru Crescent,40_to_44,Males,0,2005
Jurong East,Penjuru Crescent,40_to_44,Females,0,2005
Jurong East,Penjuru Crescent,45_to_49,Males,0,2005
Jurong East,Penjuru Crescent,45_to_49,Females,0,2005
Jurong East,Penjuru Crescent,50_to_54,Males,0,2005
Jurong East,Penjuru Crescent,50_to_54,Females,0,2005
Jurong East,Penjuru Crescent,55_to_59,Males,0,2005
Jurong East,Penjuru Crescent,55_to_59,Females,0,2005
Jurong East,Penjuru Crescent,60_to_64,Males,0,2005
Jurong East,Penjuru Crescent,60_to_64,Females,0,2005
Jurong East,Penjuru Crescent,65_to_69,Males,0,2005
Jurong East,Penjuru Crescent,65_to_69,Females,0,2005
Jurong East,Penjuru Crescent,70_to_74,Males,0,2005
Jurong East,Penjuru Crescent,70_to_74,Females,0,2005
Jurong East,Penjuru Crescent,75_to_79,Males,0,2005
Jurong East,Penjuru Crescent,75_to_79,Females,0,2005
Jurong East,Penjuru Crescent,80_to_84,Males,0,2005
Jurong East,Penjuru Crescent,80_to_84,Females,0,2005
Jurong East,Penjuru Crescent,85_and_over,Males,0,2005
Jurong East,Penjuru Crescent,85_and_over,Females,0,2005
Jurong East,Teban Gardens,0_to_4,Males,480,2005
Jurong East,Teban Gardens,0_to_4,Females,440,2005
Jurong East,Teban Gardens,5_to_9,Males,530,2005
Jurong East,Teban Gardens,5_to_9,Females,520,2005
Jurong East,Teban Gardens,10_to_14,Males,620,2005
Jurong East,Teban Gardens,10_to_14,Females,570,2005
Jurong East,Teban Gardens,15_to_19,Males,630,2005
Jurong East,Teban Gardens,15_to_19,Females,630,2005
Jurong East,Teban Gardens,20_to_24,Males,740,2005
Jurong East,Teban Gardens,20_to_24,Females,660,2005
Jurong East,Teban Gardens,25_to_29,Males,770,2005
Jurong East,Teban Gardens,25_to_29,Females,810,2005
Jurong East,Teban Gardens,30_to_34,Males,760,2005
Jurong East,Teban Gardens,30_to_34,Females,710,2005
Jurong East,Teban Gardens,35_to_39,Males,690,2005
Jurong East,Teban Gardens,35_to_39,Females,630,2005
Jurong East,Teban Gardens,40_to_44,Males,760,2005
Jurong East,Teban Gardens,40_to_44,Females,660,2005
Jurong East,Teban Gardens,45_to_49,Males,720,2005
Jurong East,Teban Gardens,45_to_49,Females,720,2005
Jurong East,Teban Gardens,50_to_54,Males,780,2005
Jurong East,Teban Gardens,50_to_54,Females,860,2005
Jurong East,Teban Gardens,55_to_59,Males,740,2005
Jurong East,Teban Gardens,55_to_59,Females,730,2005
Jurong East,Teban Gardens,60_to_64,Males,430,2005
Jurong East,Teban Gardens,60_to_64,Females,360,2005
Jurong East,Teban Gardens,65_to_69,Males,280,2005
Jurong East,Teban Gardens,65_to_69,Females,280,2005
Jurong East,Teban Gardens,70_to_74,Males,200,2005
Jurong East,Teban Gardens,70_to_74,Females,190,2005
Jurong East,Teban Gardens,75_to_79,Males,110,2005
Jurong East,Teban Gardens,75_to_79,Females,140,2005
Jurong East,Teban Gardens,80_to_84,Males,50,2005
Jurong East,Teban Gardens,80_to_84,Females,60,2005
Jurong East,Teban Gardens,85_and_over,Males,30,2005
Jurong East,Teban Gardens,85_and_over,Females,60,2005
Jurong East,Toh Guan,0_to_4,Males,460,2005
Jurong East,Toh Guan,0_to_4,Females,450,2005
Jurong East,Toh Guan,5_to_9,Males,570,2005
Jurong East,Toh Guan,5_to_9,Females,540,2005
Jurong East,Toh Guan,10_to_14,Males,680,2005
Jurong East,Toh Guan,10_to_14,Females,580,2005
Jurong East,Toh Guan,15_to_19,Males,660,2005
Jurong East,Toh Guan,15_to_19,Females,610,2005
Jurong East,Toh Guan,20_to_24,Males,580,2005
Jurong East,Toh Guan,20_to_24,Females,530,2005
Jurong East,Toh Guan,25_to_29,Males,500,2005
Jurong East,Toh Guan,25_to_29,Females,540,2005
Jurong East,Toh Guan,30_to_34,Males,550,2005
Jurong East,Toh Guan,30_to_34,Females,700,2005
Jurong East,Toh Guan,35_to_39,Males,690,2005
Jurong East,Toh Guan,35_to_39,Females,670,2005
Jurong East,Toh Guan,40_to_44,Males,700,2005
Jurong East,Toh Guan,40_to_44,Females,750,2005
Jurong East,Toh Guan,45_to_49,Males,750,2005
Jurong East,Toh Guan,45_to_49,Females,750,2005
Jurong East,Toh Guan,50_to_54,Males,600,2005
Jurong East,Toh Guan,50_to_54,Females,500,2005
Jurong East,Toh Guan,55_to_59,Males,340,2005
Jurong East,Toh Guan,55_to_59,Females,290,2005
Jurong East,Toh Guan,60_to_64,Males,150,2005
Jurong East,Toh Guan,60_to_64,Females,110,2005
Jurong East,Toh Guan,65_to_69,Males,80,2005
Jurong East,Toh Guan,65_to_69,Females,120,2005
Jurong East,Toh Guan,70_to_74,Males,70,2005
Jurong East,Toh Guan,70_to_74,Females,110,2005
Jurong East,Toh Guan,75_to_79,Males,50,2005
Jurong East,Toh Guan,75_to_79,Females,70,2005
Jurong East,Toh Guan,80_to_84,Males,30,2005
Jurong East,Toh Guan,80_to_84,Females,40,2005
Jurong East,Toh Guan,85_and_over,Males,10,2005
Jurong East,Toh Guan,85_and_over,Females,40,2005
Jurong East,Yuhua,0_to_4,Males,760,2005
Jurong East,Yuhua,0_to_4,Females,720,2005
Jurong East,Yuhua,5_to_9,Males,850,2005
Jurong East,Yuhua,5_to_9,Females,840,2005
Jurong East,Yuhua,10_to_14,Males,1010,2005
Jurong East,Yuhua,10_to_14,Females,900,2005
Jurong East,Yuhua,15_to_19,Males,1010,2005
Jurong East,Yuhua,15_to_19,Females,1000,2005
Jurong East,Yuhua,20_to_24,Males,1170,2005
Jurong East,Yuhua,20_to_24,Females,1120,2005
Jurong East,Yuhua,25_to_29,Males,1180,2005
Jurong East,Yuhua,25_to_29,Females,1270,2005
Jurong East,Yuhua,30_to_34,Males,1220,2005
Jurong East,Yuhua,30_to_34,Females,1210,2005
Jurong East,Yuhua,35_to_39,Males,1180,2005
Jurong East,Yuhua,35_to_39,Females,1130,2005
Jurong East,Yuhua,40_to_44,Males,1240,2005
Jurong East,Yuhua,40_to_44,Females,1170,2005
Jurong East,Yuhua,45_to_49,Males,1300,2005
Jurong East,Yuhua,45_to_49,Females,1320,2005
Jurong East,Yuhua,50_to_54,Males,1210,2005
Jurong East,Yuhua,50_to_54,Females,1180,2005
Jurong East,Yuhua,55_to_59,Males,940,2005
Jurong East,Yuhua,55_to_59,Females,990,2005
Jurong East,Yuhua,60_to_64,Males,550,2005
Jurong East,Yuhua,60_to_64,Females,530,2005
Jurong East,Yuhua,65_to_69,Males,420,2005
Jurong East,Yuhua,65_to_69,Females,420,2005
Jurong East,Yuhua,70_to_74,Males,300,2005
Jurong East,Yuhua,70_to_74,Females,330,2005
Jurong East,Yuhua,75_to_79,Males,160,2005
Jurong East,Yuhua,75_to_79,Females,230,2005
Jurong East,Yuhua,80_to_84,Males,90,2005
Jurong East,Yuhua,80_to_84,Females,130,2005
Jurong East,Yuhua,85_and_over,Males,50,2005
Jurong East,Yuhua,85_and_over,Females,120,2005
Jurong West,Boon Lay,0_to_4,Males,730,2005
Jurong West,Boon Lay,0_to_4,Females,630,2005
Jurong West,Boon Lay,5_to_9,Males,820,2005
Jurong West,Boon Lay,5_to_9,Females,780,2005
Jurong West,Boon Lay,10_to_14,Males,860,2005
Jurong West,Boon Lay,10_to_14,Females,820,2005
Jurong West,Boon Lay,15_to_19,Males,780,2005
Jurong West,Boon Lay,15_to_19,Females,720,2005
Jurong West,Boon Lay,20_to_24,Males,840,2005
Jurong West,Boon Lay,20_to_24,Females,780,2005
Jurong West,Boon Lay,25_to_29,Males,1020,2005
Jurong West,Boon Lay,25_to_29,Females,950,2005
Jurong West,Boon Lay,30_to_34,Males,1120,2005
Jurong West,Boon Lay,30_to_34,Females,1110,2005
Jurong West,Boon Lay,35_to_39,Males,1300,2005
Jurong West,Boon Lay,35_to_39,Females,1110,2005
Jurong West,Boon Lay,40_to_44,Males,1330,2005
Jurong West,Boon Lay,40_to_44,Females,930,2005
Jurong West,Boon Lay,45_to_49,Males,1120,2005
Jurong West,Boon Lay,45_to_49,Females,910,2005
Jurong West,Boon Lay,50_to_54,Males,980,2005
Jurong West,Boon Lay,50_to_54,Females,930,2005
Jurong West,Boon Lay,55_to_59,Males,820,2005
Jurong West,Boon Lay,55_to_59,Females,760,2005
Jurong West,Boon Lay,60_to_64,Males,530,2005
Jurong West,Boon Lay,60_to_64,Females,490,2005
Jurong West,Boon Lay,65_to_69,Males,380,2005
Jurong West,Boon Lay,65_to_69,Females,320,2005
Jurong West,Boon Lay,70_to_74,Males,240,2005
Jurong West,Boon Lay,70_to_74,Females,250,2005
Jurong West,Boon Lay,75_to_79,Males,140,2005
Jurong West,Boon Lay,75_to_79,Females,160,2005
Jurong West,Boon Lay,80_to_84,Males,60,2005
Jurong West,Boon Lay,80_to_84,Females,80,2005
Jurong West,Boon Lay,85_and_over,Males,40,2005
Jurong West,Boon Lay,85_and_over,Females,60,2005
Jurong West,Central,0_to_4,Males,2470,2005
Jurong West,Central,0_to_4,Females,2280,2005
Jurong West,Central,5_to_9,Males,1960,2005
Jurong West,Central,5_to_9,Females,1930,2005
Jurong West,Central,10_to_14,Males,1830,2005
Jurong West,Central,10_to_14,Females,1660,2005
Jurong West,Central,15_to_19,Males,1980,2005
Jurong West,Central,15_to_19,Females,1750,2005
Jurong West,Central,20_to_24,Males,1890,2005
Jurong West,Central,20_to_24,Females,1910,2005
Jurong West,Central,25_to_29,Males,2410,2005
Jurong West,Central,25_to_29,Females,2890,2005
Jurong West,Central,30_to_34,Males,3250,2005
Jurong West,Central,30_to_34,Females,3370,2005
Jurong West,Central,35_to_39,Males,2590,2005
Jurong West,Central,35_to_39,Females,2230,2005
Jurong West,Central,40_to_44,Males,2280,2005
Jurong West,Central,40_to_44,Females,2150,2005
Jurong West,Central,45_to_49,Males,2200,2005
Jurong West,Central,45_to_49,Females,2240,2005
Jurong West,Central,50_to_54,Males,1910,2005
Jurong West,Central,50_to_54,Females,1760,2005
Jurong West,Central,55_to_59,Males,1270,2005
Jurong West,Central,55_to_59,Females,1040,2005
Jurong West,Central,60_to_64,Males,510,2005
Jurong West,Central,60_to_64,Females,510,2005
Jurong West,Central,65_to_69,Males,360,2005
Jurong West,Central,65_to_69,Females,460,2005
Jurong West,Central,70_to_74,Males,240,2005
Jurong West,Central,70_to_74,Females,350,2005
Jurong West,Central,75_to_79,Males,140,2005
Jurong West,Central,75_to_79,Females,240,2005
Jurong West,Central,80_to_84,Males,80,2005
Jurong West,Central,80_to_84,Females,130,2005
Jurong West,Central,85_and_over,Males,50,2005
Jurong West,Central,85_and_over,Females,100,2005
Jurong West,Chin Bee,0_to_4,Males,0,2005
Jurong West,Chin Bee,0_to_4,Females,0,2005
Jurong West,Chin Bee,5_to_9,Males,0,2005
Jurong West,Chin Bee,5_to_9,Females,0,2005
Jurong West,Chin Bee,10_to_14,Males,0,2005
Jurong West,Chin Bee,10_to_14,Females,0,2005
Jurong West,Chin Bee,15_to_19,Males,0,2005
Jurong West,Chin Bee,15_to_19,Females,0,2005
Jurong West,Chin Bee,20_to_24,Males,0,2005
Jurong West,Chin Bee,20_to_24,Females,0,2005
Jurong West,Chin Bee,25_to_29,Males,0,2005
Jurong West,Chin Bee,25_to_29,Females,0,2005
Jurong West,Chin Bee,30_to_34,Males,0,2005
Jurong West,Chin Bee,30_to_34,Females,0,2005
Jurong West,Chin Bee,35_to_39,Males,0,2005
Jurong West,Chin Bee,35_to_39,Females,0,2005
Jurong West,Chin Bee,40_to_44,Males,0,2005
Jurong West,Chin Bee,40_to_44,Females,0,2005
Jurong West,Chin Bee,45_to_49,Males,0,2005
Jurong West,Chin Bee,45_to_49,Females,0,2005
Jurong West,Chin Bee,50_to_54,Males,0,2005
Jurong West,Chin Bee,50_to_54,Females,0,2005
Jurong West,Chin Bee,55_to_59,Males,0,2005
Jurong West,Chin Bee,55_to_59,Females,0,2005
Jurong West,Chin Bee,60_to_64,Males,0,2005
Jurong West,Chin Bee,60_to_64,Females,0,2005
Jurong West,Chin Bee,65_to_69,Males,0,2005
Jurong West,Chin Bee,65_to_69,Females,0,2005
Jurong West,Chin Bee,70_to_74,Males,0,2005
Jurong West,Chin Bee,70_to_74,Females,0,2005
Jurong West,Chin Bee,75_to_79,Males,0,2005
Jurong West,Chin Bee,75_to_79,Females,0,2005
Jurong West,Chin Bee,80_to_84,Males,0,2005
Jurong West,Chin Bee,80_to_84,Females,0,2005
Jurong West,Chin Bee,85_and_over,Males,0,2005
Jurong West,Chin Bee,85_and_over,Females,0,2005
Jurong West,Hong Kah,0_to_4,Males,1520,2005
Jurong West,Hong Kah,0_to_4,Females,1520,2005
Jurong West,Hong Kah,5_to_9,Males,1870,2005
Jurong West,Hong Kah,5_to_9,Females,1770,2005
Jurong West,Hong Kah,10_to_14,Males,2070,2005
Jurong West,Hong Kah,10_to_14,Females,1940,2005
Jurong West,Hong Kah,15_to_19,Males,2200,2005
Jurong West,Hong Kah,15_to_19,Females,1980,2005
Jurong West,Hong Kah,20_to_24,Males,2130,2005
Jurong West,Hong Kah,20_to_24,Females,2090,2005
Jurong West,Hong Kah,25_to_29,Males,2180,2005
Jurong West,Hong Kah,25_to_29,Females,2260,2005
Jurong West,Hong Kah,30_to_34,Males,2280,2005
Jurong West,Hong Kah,30_to_34,Females,2330,2005
Jurong West,Hong Kah,35_to_39,Males,2340,2005
Jurong West,Hong Kah,35_to_39,Females,2260,2005
Jurong West,Hong Kah,40_to_44,Males,2450,2005
Jurong West,Hong Kah,40_to_44,Females,2260,2005
Jurong West,Hong Kah,45_to_49,Males,2390,2005
Jurong West,Hong Kah,45_to_49,Females,2470,2005
Jurong West,Hong Kah,50_to_54,Males,2300,2005
Jurong West,Hong Kah,50_to_54,Females,2240,2005
Jurong West,Hong Kah,55_to_59,Males,1750,2005
Jurong West,Hong Kah,55_to_59,Females,1650,2005
Jurong West,Hong Kah,60_to_64,Males,920,2005
Jurong West,Hong Kah,60_to_64,Females,880,2005
Jurong West,Hong Kah,65_to_69,Males,710,2005
Jurong West,Hong Kah,65_to_69,Females,610,2005
Jurong West,Hong Kah,70_to_74,Males,430,2005
Jurong West,Hong Kah,70_to_74,Females,450,2005
Jurong West,Hong Kah,75_to_79,Males,210,2005
Jurong West,Hong Kah,75_to_79,Females,300,2005
Jurong West,Hong Kah,80_to_84,Males,100,2005
Jurong West,Hong Kah,80_to_84,Females,160,2005
Jurong West,Hong Kah,85_and_over,Males,80,2005
Jurong West,Hong Kah,85_and_over,Females,180,2005
Jurong West,Kian Teck,0_to_4,Males,0,2005
Jurong West,Kian Teck,0_to_4,Females,0,2005
Jurong West,Kian Teck,5_to_9,Males,0,2005
Jurong West,Kian Teck,5_to_9,Females,0,2005
Jurong West,Kian Teck,10_to_14,Males,0,2005
Jurong West,Kian Teck,10_to_14,Females,0,2005
Jurong West,Kian Teck,15_to_19,Males,0,2005
Jurong West,Kian Teck,15_to_19,Females,0,2005
Jurong West,Kian Teck,20_to_24,Males,0,2005
Jurong West,Kian Teck,20_to_24,Females,0,2005
Jurong West,Kian Teck,25_to_29,Males,0,2005
Jurong West,Kian Teck,25_to_29,Females,0,2005
Jurong West,Kian Teck,30_to_34,Males,0,2005
Jurong West,Kian Teck,30_to_34,Females,0,2005
Jurong West,Kian Teck,35_to_39,Males,0,2005
Jurong West,Kian Teck,35_to_39,Females,0,2005
Jurong West,Kian Teck,40_to_44,Males,0,2005
Jurong West,Kian Teck,40_to_44,Females,0,2005
Jurong West,Kian Teck,45_to_49,Males,0,2005
Jurong West,Kian Teck,45_to_49,Females,0,2005
Jurong West,Kian Teck,50_to_54,Males,0,2005
Jurong West,Kian Teck,50_to_54,Females,0,2005
Jurong West,Kian Teck,55_to_59,Males,0,2005
Jurong West,Kian Teck,55_to_59,Females,0,2005
Jurong West,Kian Teck,60_to_64,Males,0,2005
Jurong West,Kian Teck,60_to_64,Females,0,2005
Jurong West,Kian Teck,65_to_69,Males,0,2005
Jurong West,Kian Teck,65_to_69,Females,0,2005
Jurong West,Kian Teck,70_to_74,Males,0,2005
Jurong West,Kian Teck,70_to_74,Females,0,2005
Jurong West,Kian Teck,75_to_79,Males,0,2005
Jurong West,Kian Teck,75_to_79,Females,0,2005
Jurong West,Kian Teck,80_to_84,Males,0,2005
Jurong West,Kian Teck,80_to_84,Females,0,2005
Jurong West,Kian Teck,85_and_over,Males,0,2005
Jurong West,Kian Teck,85_and_over,Females,0,2005
Jurong West,Safti,0_to_4,Males,0,2005
Jurong West,Safti,0_to_4,Females,0,2005
Jurong West,Safti,5_to_9,Males,0,2005
Jurong West,Safti,5_to_9,Females,0,2005
Jurong West,Safti,10_to_14,Males,0,2005
Jurong West,Safti,10_to_14,Females,0,2005
Jurong West,Safti,15_to_19,Males,0,2005
Jurong West,Safti,15_to_19,Females,0,2005
Jurong West,Safti,20_to_24,Males,0,2005
Jurong West,Safti,20_to_24,Females,0,2005
Jurong West,Safti,25_to_29,Males,0,2005
Jurong West,Safti,25_to_29,Females,0,2005
Jurong West,Safti,30_to_34,Males,0,2005
Jurong West,Safti,30_to_34,Females,0,2005
Jurong West,Safti,35_to_39,Males,0,2005
Jurong West,Safti,35_to_39,Females,0,2005
Jurong West,Safti,40_to_44,Males,0,2005
Jurong West,Safti,40_to_44,Females,0,2005
Jurong West,Safti,45_to_49,Males,0,2005
Jurong West,Safti,45_to_49,Females,0,2005
Jurong West,Safti,50_to_54,Males,0,2005
Jurong West,Safti,50_to_54,Females,0,2005
Jurong West,Safti,55_to_59,Males,0,2005
Jurong West,Safti,55_to_59,Females,0,2005
Jurong West,Safti,60_to_64,Males,0,2005
Jurong West,Safti,60_to_64,Females,0,2005
Jurong West,Safti,65_to_69,Males,0,2005
Jurong West,Safti,65_to_69,Females,0,2005
Jurong West,Safti,70_to_74,Males,0,2005
Jurong West,Safti,70_to_74,Females,0,2005
Jurong West,Safti,75_to_79,Males,0,2005
Jurong West,Safti,75_to_79,Females,0,2005
Jurong West,Safti,80_to_84,Males,0,2005
Jurong West,Safti,80_to_84,Females,0,2005
Jurong West,Safti,85_and_over,Males,0,2005
Jurong West,Safti,85_and_over,Females,0,2005
Jurong West,Taman Jurong,0_to_4,Males,900,2005
Jurong West,Taman Jurong,0_to_4,Females,860,2005
Jurong West,Taman Jurong,5_to_9,Males,1110,2005
Jurong West,Taman Jurong,5_to_9,Females,1120,2005
Jurong West,Taman Jurong,10_to_14,Males,1140,2005
Jurong West,Taman Jurong,10_to_14,Females,1140,2005
Jurong West,Taman Jurong,15_to_19,Males,1040,2005
Jurong West,Taman Jurong,15_to_19,Females,980,2005
Jurong West,Taman Jurong,20_to_24,Males,960,2005
Jurong West,Taman Jurong,20_to_24,Females,930,2005
Jurong West,Taman Jurong,25_to_29,Males,970,2005
Jurong West,Taman Jurong,25_to_29,Females,970,2005
Jurong West,Taman Jurong,30_to_34,Males,1080,2005
Jurong West,Taman Jurong,30_to_34,Females,1210,2005
Jurong West,Taman Jurong,35_to_39,Males,1390,2005
Jurong West,Taman Jurong,35_to_39,Females,1330,2005
Jurong West,Taman Jurong,40_to_44,Males,1370,2005
Jurong West,Taman Jurong,40_to_44,Females,1250,2005
Jurong West,Taman Jurong,45_to_49,Males,1320,2005
