Country,Country,Year,Avg. Income,Avg. LifeExp,Pop
Samoa,Samoa,1855,1580,25.4,45100
Rwanda,Rwanda,1855,462,31.8,1160000
Russia,Russia,1855,1840,27.5,43000000
Romania,Romania,1855,1320,35.7,8280000
Qatar,Qatar,1855,1350,30.8,14100
Portugal,Portugal,1855,1690,35.6,3920000
Poland,Poland,1855,1500,35.9,14000000
Philippines,Philippines,1855,1020,30.9,3440000
Peru,Peru,1855,1320,35.7,2150000
Paraguay,Paraguay,1855,1300,35.5,353000
Papua New Guinea,Papua New Guinea,1855,617,31.5,940000
Panama,Panama,1855,1260,32.9,144000
Palestine,Palestine,1855,1230,32.1,174000
Pakistan,Pakistan,1855,1020,25.8,15300000
Oman,Oman,1855,1060,32.3,351000
Norway,Norway,1855,2000,50.4,1490000
North Korea,North Korea,1855,547,26,4490000
Nigeria,Nigeria,1855,1030,30.4,14100000
Niger,Niger,1855,530,30.8,1500000
Nicaragua,Nicaragua,1855,1420,25.4,362000
New Zealand,New Zealand,1855,2640,34,117000
Netherlands,Netherlands,1855,4660,34.5,3230000
Nepal,Nepal,1855,659,32.8,4450000
Namibia,Namibia,1855,913,32.4,229000
Myanmar,Myanmar,1855,847,30.8,4010000
Mozambique,Mozambique,1855,403,30.3,2830000
Morocco,Morocco,1855,762,33.1,3410000
Montenegro,Montenegro,1855,1380,35.4,173000
Mongolia,Mongolia,1855,630,31.8,653000
Moldova,Moldova,1855,753,33.1,983000
Mexico,Mexico,1855,1280,26.9,8070000
Mauritius,Mauritius,1855,1120,29.7,242000
Mauritania,Mauritania,1855,626,32,443000
Marshall Islands,Marshall Islands,1855,557,,7240
Malta,Malta,1855,1080,28.7,168000
Mali,Mali,1855,612,26.4,1940000
Maldives,Maldives,1855,842,32.6,51700
Malaysia,Malaysia,1855,1070,30.6,592000
Malawi,Malawi,1855,353,30.3,739000
Madagascar,Madagascar,1855,680,30.5,2140000
Luxembourg,Luxembourg,1855,2200,36.9,160000
Lithuania,Lithuania,1855,1630,28.9,1080000
Libya,Libya,1855,1620,33.1,645000
Liberia,Liberia,1855,878,31.1,419000
Lesotho,Lesotho,1855,405,32.8,360000
Lebanon,Lebanon,1855,1400,29.7,425000
Latvia,Latvia,1855,964,33,815000
Lao,Lao,1855,942,31.9,656000
Kyrgyz Republic,Kyrgyz Republic,1855,693,23.9,731000
Kuwait,Kuwait,1855,1350,26,81200
Kiribati,Kiribati,1855,578,24.9,20200
Kenya,Kenya,1855,1010,25.5,2580000
Jordan,Jordan,1855,1130,31.7,251000
Japan,Japan,1855,1150,36.4,32700000
Jamaica,Jamaica,1855,912,34.2,426000
Italy,Italy,1855,2210,29.7,25300000
Israel,Israel,1855,887,32,220000
Ireland,Ireland,1855,2390,38.3,4610000
Iraq,Iraq,1855,1120,31.2,1420000
Iran,Iran,1855,1050,25.6,7800000
Indonesia,Indonesia,1855,1050,30,23000000
India,India,1855,1060,25.4,201000000
Iceland,Iceland,1855,1360,38.1,77100
Hungary,Hungary,1855,1650,36,5340000
Honduras,Honduras,1855,1060,33.9,359000
Haiti,Haiti,1855,907,29,991000
Guyana,Guyana,1855,1540,31.1,211000
Guinea-Bissau,Guinea-Bissau,1855,802,32,276000
Guinea,Guinea,1855,485,30.1,1340000
Guatemala,Guatemala,1855,1140,25.8,905000
Grenada,Grenada,1855,1120,37.3,32700
Greece,Greece,1855,1850,36.6,3190000
Ghana,Ghana,1855,727,28,1700000
Germany,Germany,1855,2170,38.4,35000000
Georgia,Georgia,1855,643,31.9,1480000
Gambia,Gambia,1855,841,28.8,134000
Gabon,Gabon,1855,393,30.6,212000
France,France,1855,3110,37.5,36900000
Finland,Finland,1855,1550,31.9,1680000
Fiji,Fiji,1855,886,26.1,135000
Ethiopia,Ethiopia,1855,531,29.7,4840000
Estonia,Estonia,1855,1200,39.4,461000
Eritrea,Eritrea,1855,583,30.2,326000
Equatorial Guinea,Equatorial Guinea,1855,382,29.8,90300
El Salvador,El Salvador,1855,1310,28.7,396000
Egypt,Egypt,1855,932,33,6030000
Ecuador,Ecuador,1855,663,32.9,863000
Dominican Republic,Dominican Republic,1855,809,29.9,169000
Dominica,Dominica,1855,842,,23900
Djibouti,Djibouti,1855,895,29.9,29900
Denmark,Denmark,1855,3180,46.2,1600000
Czech Republic,Czech Republic,1855,2500,35,6270000
Cyprus,Cyprus,1855,1300,38.5,186000
Cuba,Cuba,1855,1630,36.5,1270000
Croatia,Croatia,1855,1760,36.1,1670000
Cote d'Ivoire,Cote d'Ivoire,1855,1010,31.2,1380000
Costa Rica,Costa Rica,1855,1150,30.2,108000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1855,608,31.6,6510000
Comoros,Comoros,1855,736,32.1,74300
Colombia,Colombia,1855,1060,32,2130000
China,China,1855,983,27,393000000
Chile,Chile,1855,1470,32,1540000
Chad,Chad,1855,497,30.9,1440000
Central African Republic,Central African Republic,1855,504,30,567000
Canada,Canada,1855,2300,41.3,2880000
Cameroon,Cameroon,1855,744,28.8,2060000
Cambodia,Cambodia,1855,954,35,2260000
Burundi,Burundi,1855,440,31.5,1170000
Burkina Faso,Burkina Faso,1855,500,29.2,2150000
Bulgaria,Bulgaria,1855,1300,38.2,2520000
Brazil,Brazil,1855,1130,32,7840000
Botswana,Botswana,1855,472,33.6,121000
Bosnia and Herzegovina,Bosnia and Herzegovina,1855,783,35.1,1160000
Bhutan,Bhutan,1855,676,28.8,107000
Benin,Benin,1855,709,31,897000
Belize,Belize,1855,735,26.5,25900
Belgium,Belgium,1855,3820,37.5,4590000
Belarus,Belarus,1855,753,36.2,3250000
Barbados,Barbados,1855,1160,32.1,142000
Bangladesh,Bangladesh,1855,879,25.5,23200000
Bahrain,Bahrain,1855,1620,30.3,64500
Bahamas,Bahamas,1855,1840,35.2,31300
Azerbaijan,Azerbaijan,1855,945,29.2,1220000
Austria,Austria,1855,3050,34.4,4100000
Australia,Australia,1855,4140,34,977000
Armenia,Armenia,1855,590,34,570000
Argentina,Argentina,1855,2480,33.2,1260000
Antigua and Barbuda,Antigua and Barbuda,1855,961,33.5,36900
Angola,Angola,1855,786,27,2040000
Andorra,Andorra,1855,1880,,3330
Algeria,Algeria,1855,1070,28.8,3420000
Albania,Albania,1855,724,35.4,528000
Afghanistan,Afghanistan,1855,681,27.6,3890000
Vietnam,,1855,842,32,9060000
Turkmenistan,,1855,1210,24,507000
Swaziland,,1855,581,32.3,86100
"Micronesia, Fed. Sts.",,1855,536,26.7,19600
"Macedonia, FYR",,1855,902,36.1,534000
Kazakhstan,,1855,1460,26.2,2820000
"Congo, Rep.",,1855,672,32.7,406000
Cape Verde,,1855,616,33.8,76300
Brunei,,1855,1710,29.2,4390
Bolivia,,1855,1190,33,1410000
Zimbabwe,Zimbabwe,1856,930,33.7,1400000
Zambia,Zambia,1856,759,32.6,746000
Yemen,Yemen,1856,1030,23.4,2770000
Venezuela,Venezuela,1856,802,32.2,1420000
Vanuatu,Vanuatu,1856,663,24.3,32300
Uzbekistan,Uzbekistan,1856,563,26.9,2670000
Uruguay,Uruguay,1856,4100,32.9,184000
United States,United States,1856,3580,39.4,28700000
United Kingdom,United Kingdom,1856,5190,43.3,23900000
United Arab Emirates,United Arab Emirates,1856,1230,30.7,40200
Ukraine,Ukraine,1856,986,36.6,15700000
Uganda,Uganda,1856,553,25.3,2370000
Turkey,Turkey,1856,1480,35,11300000
Tunisia,Tunisia,1856,853,28.8,1090000
Trinidad and Tobago,Trinidad and Tobago,1856,1500,38.8,92700
Tonga,Tonga,1856,751,28.2,18700
Togo,Togo,1856,814,31.3,612000
Timor-Leste,Timor-Leste,1856,582,28.9,205000
Thailand,Thailand,1856,983,30.4,5400000
Tanzania,Tanzania,1856,621,32.2,3430000
Tajikistan,Tajikistan,1856,687,24.2,649000
Syria,Syria,1856,1130,31.1,1510000
Switzerland,Switzerland,1856,3930,38,2460000
Sweden,Sweden,1856,1850,42.1,3660000
Suriname,Suriname,1856,2090,32.9,106000
Sudan,Sudan,1856,618,31.4,4720000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1856,1070,26,31200
St. Lucia,St. Lucia,1856,987,28,25800
Sri Lanka,Sri Lanka,1856,1050,32.6,2370000
Spain,Spain,1856,1770,29.5,15300000
South Sudan,South Sudan,1856,605,26.7,1280000
South Korea,South Korea,1856,544,25.8,9610000
South Africa,South Africa,1856,1470,33.5,2220000
Somalia,Somalia,1856,732,29.4,1250000
Solomon Islands,Solomon Islands,1856,413,25.1,66100
Slovenia,Slovenia,1856,1850,36.6,645000
Slovak Republic,Slovak Republic,1856,1870,36.4,2440000
Singapore,Singapore,1856,1110,34,63700
Sierra Leone,Sierra Leone,1856,876,25.1,1020000
Seychelles,Seychelles,1856,988,37,14200
Serbia,Serbia,1856,1780,35.5,2950000
Senegal,Senegal,1856,593,25.2,1290000
Saudi Arabia,Saudi Arabia,1856,896,32.1,2260000
Sao Tome and Principe,Sao Tome and Principe,1856,943,31,29800
Samoa,Samoa,1856,1590,25.4,44900
Rwanda,Rwanda,1856,463,31.8,1170000
Russia,Russia,1856,1850,29,43300000
Romania,Romania,1856,1340,35.7,8340000
Qatar,Qatar,1856,1350,30.8,14100
Portugal,Portugal,1856,1680,35.6,3940000
Poland,Poland,1856,1500,35.9,14100000
Philippines,Philippines,1856,1020,30.9,3500000
Peru,Peru,1856,1330,35.7,2170000
Paraguay,Paraguay,1856,1310,35.5,357000
Papua New Guinea,Papua New Guinea,1856,619,31.5,945000
Panama,Panama,1856,1280,32.9,146000
Palestine,Palestine,1856,1230,32.1,176000
Pakistan,Pakistan,1856,1020,25.8,15400000
Oman,Oman,1856,1070,32.3,352000
Norway,Norway,1856,1960,50.4,1510000
North Korea,North Korea,1856,547,26,4500000
Nigeria,Nigeria,1856,1040,30.4,14100000
Niger,Niger,1856,532,30.8,1510000
Nicaragua,Nicaragua,1856,1430,25.4,365000
New Zealand,New Zealand,1856,2820,34,124000
Netherlands,Netherlands,1856,4840,38.4,3250000
Nepal,Nepal,1856,659,32.8,4470000
Namibia,Namibia,1856,927,32.4,229000
Myanmar,Myanmar,1856,847,30.8,4020000
Mozambique,Mozambique,1856,403,30.3,2850000
Morocco,Morocco,1856,763,33.1,3440000
Montenegro,Montenegro,1856,1390,35.4,174000
Mongolia,Mongolia,1856,631,31.8,654000
Moldova,Moldova,1856,757,33.1,992000
Mexico,Mexico,1856,1280,26.9,8140000
Mauritius,Mauritius,1856,1120,17.6,249000
Mauritania,Mauritania,1856,629,32,445000
Marshall Islands,Marshall Islands,1856,558,,7280
Malta,Malta,1856,1090,28.7,170000
Mali,Mali,1856,612,26.4,1960000
Maldives,Maldives,1856,842,32.6,52000
Malaysia,Malaysia,1856,1080,30.6,604000
Malawi,Malawi,1856,353,30.3,740000
Madagascar,Madagascar,1856,683,30.5,2150000
Luxembourg,Luxembourg,1856,2230,36.9,161000
Lithuania,Lithuania,1856,1640,28.9,1090000
Libya,Libya,1856,1640,33.1,649000
Liberia,Liberia,1856,880,31.1,423000
Lesotho,Lesotho,1856,406,32.8,362000
Lebanon,Lebanon,1856,1410,29.7,428000
Latvia,Latvia,1856,970,33,823000
Lao,Lao,1856,945,31.9,662000
Kyrgyz Republic,Kyrgyz Republic,1856,699,23.9,738000
Kuwait,Kuwait,1856,1350,26,81200
Kiribati,Kiribati,1856,579,24.9,20300
Kenya,Kenya,1856,1020,25.5,2580000
Jordan,Jordan,1856,1130,31.7,252000
Japan,Japan,1856,1150,36.4,32800000
Jamaica,Jamaica,1856,911,34.2,430000
Italy,Italy,1856,2220,29.7,25500000
Israel,Israel,1856,887,32,222000
Ireland,Ireland,1856,2420,38.3,4510000
Iraq,Iraq,1856,1130,31.2,1430000
Iran,Iran,1856,1050,25.6,7840000
Indonesia,Indonesia,1856,1050,30,23300000
India,India,1856,1060,25.4,202000000
Iceland,Iceland,1856,1370,42.3,77600
Hungary,Hungary,1856,1660,36,5380000
Honduras,Honduras,1856,1070,33.9,364000
Haiti,Haiti,1856,916,29,1000000
Guyana,Guyana,1856,1550,31.1,213000
Guinea-Bissau,Guinea-Bissau,1856,803,32,278000
Guinea,Guinea,1856,486,30.1,1350000
Guatemala,Guatemala,1856,1150,25.8,916000
Grenada,Grenada,1856,1120,37.3,32800
Greece,Greece,1856,1860,36.6,3220000
Ghana,Ghana,1856,727,28,1690000
Germany,Germany,1856,2340,38.4,35300000
Georgia,Georgia,1856,646,31.9,1490000
Gambia,Gambia,1856,841,28.8,135000
Gabon,Gabon,1856,394,30.6,214000
France,France,1856,3230,40.2,37000000
Finland,Finland,1856,1560,30,1700000
Fiji,Fiji,1856,889,26.1,135000
Ethiopia,Ethiopia,1856,531,29.7,4910000
Estonia,Estonia,1856,1210,39.3,466000
Eritrea,Eritrea,1856,585,30.2,331000
Equatorial Guinea,Equatorial Guinea,1856,383,29.8,90600
El Salvador,El Salvador,1856,1320,28.7,402000
Egypt,Egypt,1856,936,33,6090000
Ecuador,Ecuador,1856,668,32.9,874000
Dominican Republic,Dominican Republic,1856,813,29.9,173000
Dominica,Dominica,1856,847,,24100
Djibouti,Djibouti,1856,898,29.9,30100
Denmark,Denmark,1856,2970,46.8,1620000
Czech Republic,Czech Republic,1856,2510,35,6300000
Cyprus,Cyprus,1856,1310,38.5,186000
Cuba,Cuba,1856,1650,36.5,1280000
Croatia,Croatia,1856,1770,36.1,1690000
Cote d'Ivoire,Cote d'Ivoire,1856,1020,31.2,1390000
Costa Rica,Costa Rica,1856,1160,30.2,109000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1856,611,31.6,6550000
Comoros,Comoros,1856,737,32.1,74900
Colombia,Colombia,1856,1060,32,2160000
China,China,1856,1010,26,391000000
Chile,Chile,1856,1470,32,1560000
Chad,Chad,1856,499,30.9,1440000
Central African Republic,Central African Republic,1856,506,30,570000
Canada,Canada,1856,2320,41.3,2950000
Cameroon,Cameroon,1856,747,28.8,2060000
Cambodia,Cambodia,1856,956,35,2270000
Burundi,Burundi,1856,440,31.5,1180000
Burkina Faso,Burkina Faso,1856,501,29.2,2170000
Bulgaria,Bulgaria,1856,1300,38.3,2520000
Brazil,Brazil,1856,1170,32,7960000
Botswana,Botswana,1856,474,33.6,121000
Bosnia and Herzegovina,Bosnia and Herzegovina,1856,784,35.1,1170000
Bhutan,Bhutan,1856,678,28.8,107000
Benin,Benin,1856,712,31,905000
Belize,Belize,1856,740,26.5,25900
Belgium,Belgium,1856,4010,40.9,4620000
Belarus,Belarus,1856,757,36.2,3280000
Barbados,Barbados,1856,1170,32.1,143000
Bangladesh,Bangladesh,1856,879,25.5,23300000
Bahrain,Bahrain,1856,1640,30.3,64500
Bahamas,Bahamas,1856,1850,35.2,31700
Azerbaijan,Azerbaijan,1856,950,29.2,1230000
Austria,Austria,1856,3080,34.4,4120000
Australia,Australia,1856,5050,34,1030000
Armenia,Armenia,1856,592,34,575000
Argentina,Argentina,1856,2520,33.2,1290000
Antigua and Barbuda,Antigua and Barbuda,1856,967,33.5,36800
Angola,Angola,1856,790,27,2050000
Andorra,Andorra,1856,1900,,3350
Algeria,Algeria,1856,1090,28.8,3440000
Albania,Albania,1856,726,35.4,533000
Afghanistan,Afghanistan,1856,683,27.6,3910000
Vietnam,,1856,842,32,9130000
Turkmenistan,,1856,1220,24,512000
Swaziland,,1856,584,32.3,86200
"Micronesia, Fed. Sts.",,1856,536,26.7,19700
"Macedonia, FYR",,1856,905,36.1,539000
Kazakhstan,,1856,1470,26.2,2840000
"Congo, Rep.",,1856,673,32.7,409000
Cape Verde,,1856,619,33.8,76900
Brunei,,1856,1710,29.2,4480
Bolivia,,1856,1200,33,1420000
Zimbabwe,Zimbabwe,1857,931,33.7,1410000
Zambia,Zambia,1857,761,32.6,746000
Yemen,Yemen,1857,1030,23.4,2780000
Venezuela,Venezuela,1857,805,32.2,1440000
Vanuatu,Vanuatu,1857,666,24.3,32400
Uzbekistan,Uzbekistan,1857,564,26.9,2690000
Uruguay,Uruguay,1857,4200,32.9,193000
United States,United States,1857,3500,39.4,29500000
United Kingdom,United Kingdom,1857,5190,41.9,24100000
United Arab Emirates,United Arab Emirates,1857,1230,30.7,40200
Ukraine,Ukraine,1857,992,36.6,15800000
Uganda,Uganda,1857,556,25.3,2380000
Turkey,Turkey,1857,1490,35,11300000
Tunisia,Tunisia,1857,857,28.8,1090000
Trinidad and Tobago,Trinidad and Tobago,1857,1510,38.8,94600
Tonga,Tonga,1857,753,28.2,18700
Togo,Togo,1857,818,31.3,618000
Timor-Leste,Timor-Leste,1857,583,28.9,207000
Thailand,Thailand,1857,985,30.4,5430000
Tanzania,Tanzania,1857,623,32.2,3440000
Tajikistan,Tajikistan,1857,691,24.2,655000
Syria,Syria,1857,1140,31.1,1510000
Switzerland,Switzerland,1857,4250,38,2470000
Sweden,Sweden,1857,1900,34.6,3700000
Suriname,Suriname,1857,2110,32.9,107000
Sudan,Sudan,1857,621,31.4,4720000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1857,1080,26,31400
St. Lucia,St. Lucia,1857,990,28,26100
Sri Lanka,Sri Lanka,1857,1070,32.6,2400000
Spain,Spain,1857,1720,29.5,15400000
South Sudan,South Sudan,1857,608,26.7,1290000
South Korea,South Korea,1857,543,25.8,9620000
South Africa,South Africa,1857,1740,33.5,2240000
Somalia,Somalia,1857,732,29.4,1260000
Solomon Islands,Solomon Islands,1857,415,25.1,66200
Slovenia,Slovenia,1857,1860,36.6,651000
Slovak Republic,Slovak Republic,1857,1880,36.4,2450000
Singapore,Singapore,1857,1110,34,65000
Sierra Leone,Sierra Leone,1857,880,25.1,1030000
Seychelles,Seychelles,1857,992,37,14200
Serbia,Serbia,1857,1790,35.5,2980000
Senegal,Senegal,1857,596,25.2,1300000
Saudi Arabia,Saudi Arabia,1857,897,32.1,2270000
Sao Tome and Principe,Sao Tome and Principe,1857,945,31,30000
Samoa,Samoa,1857,1590,25.4,44600
Rwanda,Rwanda,1857,463,31.8,1170000
Russia,Russia,1857,1860,29.6,43700000
Romania,Romania,1857,1360,35.7,8390000
Qatar,Qatar,1857,1360,30.8,14000
Portugal,Portugal,1857,1670,35.6,3970000
Poland,Poland,1857,1510,35.9,14300000
Philippines,Philippines,1857,1020,30.9,3560000
Peru,Peru,1857,1330,35.7,2200000
Paraguay,Paraguay,1857,1330,35.5,360000
Papua New Guinea,Papua New Guinea,1857,621,31.5,951000
Panama,Panama,1857,1290,32.9,148000
Palestine,Palestine,1857,1230,32.1,177000
Pakistan,Pakistan,1857,1020,25.8,15400000
Oman,Oman,1857,1070,32.3,353000
Norway,Norway,1857,1850,50.2,1530000
North Korea,North Korea,1857,546,26,4510000
Nigeria,Nigeria,1857,1040,30.4,14200000
Niger,Niger,1857,535,30.8,1520000
Nicaragua,Nicaragua,1857,1450,25.4,368000
New Zealand,New Zealand,1857,3010,34,131000
Netherlands,Netherlands,1857,4750,35.5,3270000
Nepal,Nepal,1857,659,32.8,4480000
Namibia,Namibia,1857,941,32.4,229000
Myanmar,Myanmar,1857,847,30.8,4040000
Mozambique,Mozambique,1857,404,30.3,2870000
Morocco,Morocco,1857,764,33.1,3460000
Montenegro,Montenegro,1857,1390,35.4,176000
Mongolia,Mongolia,1857,632,31.8,655000
Moldova,Moldova,1857,761,33.1,1000000
Mexico,Mexico,1857,1270,26.9,8210000
Mauritius,Mauritius,1857,1130,36.6,257000
Mauritania,Mauritania,1857,632,32,446000
Marshall Islands,Marshall Islands,1857,558,,7330
Malta,Malta,1857,1100,28.7,171000
Mali,Mali,1857,612,26.4,1980000
Maldives,Maldives,1857,842,32.6,52200
Malaysia,Malaysia,1857,1080,30.6,617000
Malawi,Malawi,1857,353,30.3,740000
Madagascar,Madagascar,1857,687,30.5,2170000
Luxembourg,Luxembourg,1857,2260,36.9,162000
Lithuania,Lithuania,1857,1650,28.9,1100000
Libya,Libya,1857,1660,33.1,654000
Liberia,Liberia,1857,883,31.1,426000
Lesotho,Lesotho,1857,406,32.8,365000
Lebanon,Lebanon,1857,1420,29.7,430000
Latvia,Latvia,1857,977,33,830000
Lao,Lao,1857,947,31.9,668000
Kyrgyz Republic,Kyrgyz Republic,1857,705,23.9,745000
Kuwait,Kuwait,1857,1360,26,81100
Kiribati,Kiribati,1857,579,24.9,20500
Kenya,Kenya,1857,1020,25.5,2580000
Jordan,Jordan,1857,1140,31.7,253000
Japan,Japan,1857,1150,36.4,32900000
Jamaica,Jamaica,1857,910,34.2,434000
Italy,Italy,1857,2400,29.7,25600000
Israel,Israel,1857,887,32,224000
Ireland,Ireland,1857,2460,38.3,4400000
Iraq,Iraq,1857,1130,31.2,1440000
Iran,Iran,1857,1050,25.6,7870000
Indonesia,Indonesia,1857,1050,30,23500000
India,India,1857,1060,25.4,202000000
Iceland,Iceland,1857,1390,39.5,78100
Hungary,Hungary,1857,1670,36,5420000
Honduras,Honduras,1857,1090,33.9,368000
Haiti,Haiti,1857,926,29,1010000
Guyana,Guyana,1857,1560,31.1,214000
Guinea-Bissau,Guinea-Bissau,1857,803,32,280000
Guinea,Guinea,1857,487,30.1,1360000
Guatemala,Guatemala,1857,1160,25.8,928000
Grenada,Grenada,1857,1130,37.3,33000
Greece,Greece,1857,1870,36.6,3250000
Ghana,Ghana,1857,728,28,1680000
Germany,Germany,1857,2440,38.4,35600000
Georgia,Georgia,1857,649,31.9,1510000
Gambia,Gambia,1857,842,28.8,136000
Gabon,Gabon,1857,394,30.6,216000
France,France,1857,3110,39.6,37100000
Finland,Finland,1857,1570,30.1,1710000
Fiji,Fiji,1857,892,26.1,135000
Ethiopia,Ethiopia,1857,531,29.7,4980000
Estonia,Estonia,1857,1220,39.3,470000
Eritrea,Eritrea,1857,586,30.2,335000
Equatorial Guinea,Equatorial Guinea,1857,383,29.8,90900
El Salvador,El Salvador,1857,1330,28.7,408000
Egypt,Egypt,1857,940,33,6140000
Ecuador,Ecuador,1857,672,32.9,885000
Dominican Republic,Dominican Republic,1857,818,29.9,177000
Dominica,Dominica,1857,853,,24300
Djibouti,Djibouti,1857,901,29.9,30400
Denmark,Denmark,1857,2980,42.5,1640000
Czech Republic,Czech Republic,1857,2520,35,6320000
Cyprus,Cyprus,1857,1330,38.5,186000
Cuba,Cuba,1857,1670,36.6,1290000
Croatia,Croatia,1857,1770,36.1,1700000
Cote d'Ivoire,Cote d'Ivoire,1857,1020,31.2,1400000
Costa Rica,Costa Rica,1857,1180,30.2,111000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1857,613,31.6,6590000
Comoros,Comoros,1857,738,32.1,75500
Colombia,Colombia,1857,1060,32,2180000
China,China,1857,999,26.7,389000000
Chile,Chile,1857,1510,32,1590000
Chad,Chad,1857,501,30.9,1440000
Central African Republic,Central African Republic,1857,509,30,573000
Canada,Canada,1857,2340,41.4,3030000
Cameroon,Cameroon,1857,751,28.8,2070000
Cambodia,Cambodia,1857,957,35,2280000
Burundi,Burundi,1857,441,31.5,1190000
Burkina Faso,Burkina Faso,1857,501,29.2,2180000
Bulgaria,Bulgaria,1857,1310,38.3,2530000
Brazil,Brazil,1857,1250,32,8080000
Botswana,Botswana,1857,476,33.6,121000
Bosnia and Herzegovina,Bosnia and Herzegovina,1857,784,35.1,1180000
Bhutan,Bhutan,1857,679,28.8,108000
Benin,Benin,1857,715,31,914000
Belize,Belize,1857,745,26.5,25800
Belgium,Belgium,1857,4090,40.5,4660000
Belarus,Belarus,1857,762,36.2,3310000
Barbados,Barbados,1857,1180,32.1,145000
Bangladesh,Bangladesh,1857,879,25.5,23400000
Bahrain,Bahrain,1857,1660,30.3,64500
Bahamas,Bahamas,1857,1860,35.2,32200
Azerbaijan,Azerbaijan,1857,955,29.2,1240000
Austria,Austria,1857,3110,34.4,4150000
Australia,Australia,1857,4460,34,1080000
Armenia,Armenia,1857,594,34,580000
Argentina,Argentina,1857,2550,33.2,1320000
Antigua and Barbuda,Antigua and Barbuda,1857,974,33.5,36800
Angola,Angola,1857,793,27,2070000
Andorra,Andorra,1857,1920,,3370
Algeria,Algeria,1857,1100,28.8,3460000
Albania,Albania,1857,728,35.4,537000
Afghanistan,Afghanistan,1857,685,27.6,3920000
Vietnam,,1857,841,32,9200000
Turkmenistan,,1857,1230,24,516000
Swaziland,,1857,587,32.3,86200
"Micronesia, Fed. Sts.",,1857,536,26.7,19800
"Macedonia, FYR",,1857,909,36.1,544000
Kazakhstan,,1857,1480,26.2,2870000
"Congo, Rep.",,1857,675,32.7,413000
Cape Verde,,1857,621,33.8,77600
Brunei,,1857,1720,29.2,4580
Bolivia,,1857,1220,33,1430000
Zimbabwe,Zimbabwe,1858,932,33.7,1420000
