Country,Country,Year,Avg. Income,Avg. LifeExp,Pop
Ethiopia,Ethiopia,1879,535,29.8,6740000
Estonia,Estonia,1879,1410,40.5,574000
Eritrea,Eritrea,1879,620,30.5,448000
Equatorial Guinea,Equatorial Guinea,1879,395,30.1,98000
El Salvador,El Salvador,1879,1600,28.8,564000
Egypt,Egypt,1879,952,33,7780000
Ecuador,Ecuador,1879,773,33.2,1140000
Dominican Republic,Dominican Republic,1879,921,30.2,309000
Dominica,Dominica,1879,989,,27600
Djibouti,Djibouti,1879,965,30.5,35900
Denmark,Denmark,1879,3840,46.3,2060000
Czech Republic,Czech Republic,1879,2980,35,6850000
Cyprus,Cyprus,1879,1720,38.4,189000
Cuba,Cuba,1879,2160,35.9,1540000
Croatia,Croatia,1879,2180,36.1,2070000
Cote d'Ivoire,Cote d'Ivoire,1879,1110,31.6,1620000
Costa Rica,Costa Rica,1879,1500,30.3,168000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1879,672,32,7610000
Comoros,Comoros,1879,754,32.3,90100
Colombia,Colombia,1879,1120,32.2,2840000
China,China,1879,1030,28.4,368000000
Chile,Chile,1879,2350,32.1,2250000
Chad,Chad,1879,558,31.4,1450000
Central African Republic,Central African Republic,1879,565,30.4,638000
Canada,Canada,1879,2940,44.3,4300000
Cameroon,Cameroon,1879,835,29.1,2180000
Cambodia,Cambodia,1879,989,35.2,2490000
Burundi,Burundi,1879,450,31.6,1380000
Burkina Faso,Burkina Faso,1879,514,29.6,2560000
Bulgaria,Bulgaria,1879,1600,39.3,2950000
Brazil,Brazil,1879,1520,32.1,11700000
Botswana,Botswana,1879,530,33.7,122000
Bosnia and Herzegovina,Bosnia and Herzegovina,1879,894,35.1,1430000
Bhutan,Bhutan,1879,709,29.6,122000
Benin,Benin,1879,796,31.3,1130000
Belize,Belize,1879,864,26.5,26800
Belgium,Belgium,1879,5470,43.8,5520000
Belarus,Belarus,1879,866,36.1,4050000
Barbados,Barbados,1879,1360,32.3,170000
Bangladesh,Bangladesh,1879,901,24.6,25900000
Bahrain,Bahrain,1879,2130,30.4,67800
Bahamas,Bahamas,1879,2160,35.1,42900
Azerbaijan,Azerbaijan,1879,1080,27.8,1520000
Austria,Austria,1879,3900,34.9,4900000
Australia,Australia,1879,6980,38.8,2180000
Armenia,Armenia,1879,647,32.6,708000
Argentina,Argentina,1879,3260,33.1,2420000
Antigua and Barbuda,Antigua and Barbuda,1879,1130,33.6,35100
Angola,Angola,1879,874,27.8,2500000
Andorra,Andorra,1879,2490,,3860
Algeria,Algeria,1879,1390,29.2,4110000
Albania,Albania,1879,856,35.4,666000
Afghanistan,Afghanistan,1879,739,28,4390000
Vietnam,,1879,901,31.7,11300000
Turkmenistan,,1879,1410,21.2,631000
Swaziland,,1879,653,32.5,86900
"Micronesia, Fed. Sts.",,1879,544,26.6,22100
"Macedonia, FYR",,1879,1120,36.2,663000
Kazakhstan,,1879,1710,25,3500000
"Congo, Rep.",,1879,719,32.5,487000
Cape Verde,,1879,682,34.1,94300
Brunei,,1879,1850,29.1,7990
Bolivia,,1879,1500,33.3,1620000
Zimbabwe,Zimbabwe,1880,957,33.9,1660000
Zambia,Zambia,1880,805,33,743000
Yemen,Yemen,1880,1100,23.4,2960000
Venezuela,Venezuela,1880,1140,32.3,2020000
Vanuatu,Vanuatu,1880,720,24.5,35600
Uzbekistan,Uzbekistan,1880,606,25.9,3310000
Uruguay,Uruguay,1880,5440,32.9,481000
United States,United States,1880,5290,39.4,51400000
United Kingdom,United Kingdom,1880,6550,43.8,30800000
United Arab Emirates,United Arab Emirates,1880,1500,30.9,42700
Ukraine,Ukraine,1880,1150,36.5,19500000
Uganda,Uganda,1880,621,25.4,2560000
Turkey,Turkey,1880,1530,35.3,12500000
Tunisia,Tunisia,1880,957,29.2,1320000
Trinidad and Tobago,Trinidad and Tobago,1880,1710,38.8,163000
Tonga,Tonga,1880,814,28.2,19300
Togo,Togo,1880,914,31.7,754000
Timor-Leste,Timor-Leste,1880,610,29.3,266000
Thailand,Thailand,1880,1140,30.6,6270000
Tanzania,Tanzania,1880,662,32.6,3720000
Tajikistan,Tajikistan,1880,786,23.1,806000
Syria,Syria,1880,1270,31.4,1670000
Switzerland,Switzerland,1880,6140,42.4,2820000
Sweden,Sweden,1880,2470,47.6,4500000
Suriname,Suriname,1880,2460,33,126000
Sudan,Sudan,1880,694,31.4,4830000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1880,1260,26,39700
St. Lucia,St. Lucia,1880,1070,28.1,37700
Sri Lanka,Sri Lanka,1880,1370,32.6,3030000
Spain,Spain,1880,2510,29.5,16900000
South Sudan,South Sudan,1880,680,27.7,1600000
South Korea,South Korea,1880,531,25.8,9810000
South Africa,South Africa,1880,3400,33.8,3140000
Somalia,Somalia,1880,749,30,1460000
Solomon Islands,Solomon Islands,1880,450,25.1,69300
Slovenia,Slovenia,1880,2320,36.5,797000
Slovak Republic,Slovak Republic,1880,2250,36.4,2660000
Singapore,Singapore,1880,1510,34,116000
Sierra Leone,Sierra Leone,1880,983,25.9,1230000
Seychelles,Seychelles,1880,1090,39.6,15400
Serbia,Serbia,1880,2240,35.6,3640000
Senegal,Senegal,1880,666,25.7,1530000
Saudi Arabia,Saudi Arabia,1880,935,32.8,2410000
Sao Tome and Principe,Sao Tome and Principe,1880,986,31.1,35700
Samoa,Samoa,1880,1720,25.9,38100
Rwanda,Rwanda,1880,477,32,1370000
Russia,Russia,1880,2160,30.2,54000000
Romania,Romania,1880,1880,35.7,9740000
Qatar,Qatar,1880,1650,30.8,14700
Portugal,Portugal,1880,1750,35.6,4640000
Poland,Poland,1880,1850,35.9,19700000
Philippines,Philippines,1880,1060,31,5010000
Peru,Peru,1880,1410,35.3,2970000
Paraguay,Paraguay,1880,1770,35.7,405000
Papua New Guinea,Papua New Guinea,1880,671,32,1090000
Panama,Panama,1880,1670,33,202000
Palestine,Palestine,1880,1270,32.5,225000
Pakistan,Pakistan,1880,1050,26.5,17000000
Oman,Oman,1880,1230,32.3,383000
Norway,Norway,1880,2830,51.9,1880000
North Korea,North Korea,1880,533,26.3,4800000
Nigeria,Nigeria,1880,1160,31.5,15700000
Niger,Niger,1880,598,31.4,1730000
Nicaragua,Nicaragua,1880,1850,25.6,450000
New Zealand,New Zealand,1880,6240,38.5,505000
Netherlands,Netherlands,1880,5500,40.4,4030000
Nepal,Nepal,1880,710,33.3,5000000
Namibia,Namibia,1880,1330,32.8,231000
Myanmar,Myanmar,1880,944,30.6,5680000
Mozambique,Mozambique,1880,409,30.9,3450000
Morocco,Morocco,1880,796,33.3,4060000
Montenegro,Montenegro,1880,1740,35.5,214000
Mongolia,Mongolia,1880,657,31.8,679000
Moldova,Moldova,1880,862,33,1230000
Mexico,Mexico,1880,1520,26.9,10500000
Mauritius,Mauritius,1880,1260,34,354000
Mauritania,Mauritania,1880,707,32.3,491000
Marshall Islands,Marshall Islands,1880,566,,8430
Malta,Malta,1880,1360,32.4,198000
Mali,Mali,1880,617,27,2450000
Maldives,Maldives,1880,840,32.3,58200
Malaysia,Malaysia,1880,1160,30.6,1140000
Malawi,Malawi,1880,354,30.5,751000
Madagascar,Madagascar,1880,767,30.9,2530000
Luxembourg,Luxembourg,1880,2960,37.4,188000
Lithuania,Lithuania,1880,1920,33.2,1350000
Libya,Libya,1880,2200,33.7,756000
Liberia,Liberia,1880,939,31.8,518000
Lesotho,Lesotho,1880,411,33.3,434000
Lebanon,Lebanon,1880,1710,29.7,495000
Latvia,Latvia,1880,1130,39.6,1020000
Lao,Lao,1880,1000,31.6,869000
Kyrgyz Republic,Kyrgyz Republic,1880,862,22.9,918000
Kuwait,Kuwait,1880,1650,26.1,85300
Kiribati,Kiribati,1880,591,25.1,23800
Kenya,Kenya,1880,1100,25.8,2610000
Jordan,Jordan,1880,1300,31.8,287000
Japan,Japan,1880,1390,37,36900000
Jamaica,Jamaica,1880,931,34.2,565000
Italy,Italy,1880,2850,32.7,29600000
Israel,Israel,1880,940,31.9,281000
Ireland,Ireland,1880,3270,43.9,3640000
Iraq,Iraq,1880,1290,31.3,1780000
Iran,Iran,1880,1150,25.8,8880000
Indonesia,Indonesia,1880,1090,30.1,30200000
India,India,1880,1080,25.4,223000000
Iceland,Iceland,1880,2040,42.3,90500
Hungary,Hungary,1880,2150,36,6260000
Honduras,Honduras,1880,1460,34.2,445000
Haiti,Haiti,1880,1170,28.9,1280000
Guyana,Guyana,1880,1820,31.2,250000
Guinea-Bissau,Guinea-Bissau,1880,818,31.7,330000
Guinea,Guinea,1880,510,31,1670000
Guatemala,Guatemala,1880,1400,25.8,1180000
Grenada,Grenada,1880,1240,37.5,42700
Greece,Greece,1880,2270,37,4050000
Ghana,Ghana,1880,752,28.3,1680000
Germany,Germany,1880,3060,38.9,43600000
Georgia,Georgia,1880,724,30.7,1860000
Gambia,Gambia,1880,853,30.1,161000
Gabon,Gabon,1880,395,30.9,263000
France,France,1880,3550,42.8,39000000
Finland,Finland,1880,1920,39.6,2050000
Fiji,Fiji,1880,965,26.3,127000
Ethiopia,Ethiopia,1880,535,27.1,6830000
Estonia,Estonia,1880,1420,40.1,580000
Eritrea,Eritrea,1880,622,30.6,454000
Equatorial Guinea,Equatorial Guinea,1880,395,30.1,98300
El Salvador,El Salvador,1880,1620,28.8,572000
Egypt,Egypt,1880,960,33,7870000
Ecuador,Ecuador,1880,778,33.2,1150000
Dominican Republic,Dominican Republic,1880,926,30.2,317000
Dominica,Dominica,1880,996,,27600
Djibouti,Djibouti,1880,969,30.6,36200
Denmark,Denmark,1880,3910,44.9,2080000
Czech Republic,Czech Republic,1880,3020,35,6880000
Cyprus,Cyprus,1880,1740,38.4,190000
Cuba,Cuba,1880,2180,37,1560000
Croatia,Croatia,1880,2220,36.1,2080000
Cote d'Ivoire,Cote d'Ivoire,1880,1120,31.7,1630000
Costa Rica,Costa Rica,1880,1520,30.3,173000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1880,674,32.1,7660000
Comoros,Comoros,1880,755,32.3,90900
Colombia,Colombia,1880,1130,32.3,2890000
China,China,1880,1020,31.9,369000000
Chile,Chile,1880,2600,32.1,2280000
Chad,Chad,1880,560,31.5,1460000
Central African Republic,Central African Republic,1880,568,30.4,641000
Canada,Canada,1880,3020,44.5,4360000
Cameroon,Cameroon,1880,839,29.1,2190000
Cambodia,Cambodia,1880,990,35.3,2510000
Burundi,Burundi,1880,450,31.6,1390000
Burkina Faso,Burkina Faso,1880,515,29.6,2580000
Bulgaria,Bulgaria,1880,1620,39.3,2990000
Brazil,Brazil,1880,1450,32.1,11900000
Botswana,Botswana,1880,532,33.7,122000
Bosnia and Herzegovina,Bosnia and Herzegovina,1880,906,35.1,1440000
Bhutan,Bhutan,1880,710,29.7,122000
Benin,Benin,1880,799,31.4,1140000
Belize,Belize,1880,869,26.5,27100
Belgium,Belgium,1880,5690,42.5,5570000
Belarus,Belarus,1880,871,36.1,4090000
Barbados,Barbados,1880,1370,32.3,171000
Bangladesh,Bangladesh,1880,903,24.4,26100000
Bahrain,Bahrain,1880,2150,30.4,68200
Bahamas,Bahamas,1880,2170,35.1,43300
Azerbaijan,Azerbaijan,1880,1080,28,1530000
Austria,Austria,1880,3930,35,4950000
Australia,Australia,1880,7120,39.4,2250000
Armenia,Armenia,1880,649,32.8,714000
Argentina,Argentina,1880,3100,33,2490000
Antigua and Barbuda,Antigua and Barbuda,1880,1140,33.6,35200
Angola,Angola,1880,878,27.8,2520000
Andorra,Andorra,1880,2520,,3890
Algeria,Algeria,1880,1410,29.2,4140000
Albania,Albania,1880,869,35.4,673000
Afghanistan,Afghanistan,1880,741,28.1,4420000
Vietnam,,1880,909,31.7,11500000
Turkmenistan,,1880,1420,21.4,637000
Swaziland,,1880,656,32.5,86900
"Micronesia, Fed. Sts.",,1880,544,26.6,22200
"Macedonia, FYR",,1880,1140,36.2,669000
Kazakhstan,,1880,1720,25.3,3530000
"Congo, Rep.",,1880,721,32.4,491000
Cape Verde,,1880,685,34.1,95200
Brunei,,1880,1860,29.1,8250
Bolivia,,1880,1510,33.3,1630000
Zimbabwe,Zimbabwe,1881,958,33.9,1670000
Zambia,Zambia,1881,807,33.1,743000
Yemen,Yemen,1881,1100,23.4,2970000
Venezuela,Venezuela,1881,1170,32.3,2050000
Vanuatu,Vanuatu,1881,722,24.5,35700
Uzbekistan,Uzbekistan,1881,608,26.1,3340000
Uruguay,Uruguay,1881,5050,32.9,495000
United States,United States,1881,5340,40,52500000
United Kingdom,United Kingdom,1881,6630,46.1,31200000
United Arab Emirates,United Arab Emirates,1881,1520,30.9,42900
Ukraine,Ukraine,1881,1160,36.5,19700000
Uganda,Uganda,1881,624,25.4,2570000
Turkey,Turkey,1881,1600,35.4,12600000
Tunisia,Tunisia,1881,961,29.2,1340000
Trinidad and Tobago,Trinidad and Tobago,1881,1720,38.8,167000
Tonga,Tonga,1881,817,28.2,19400
Togo,Togo,1881,919,31.7,761000
Timor-Leste,Timor-Leste,1881,611,29.3,269000
Thailand,Thailand,1881,1160,30.6,6320000
Tanzania,Tanzania,1881,664,32.6,3730000
Tajikistan,Tajikistan,1881,791,23.3,813000
Syria,Syria,1881,1280,31.4,1680000
Switzerland,Switzerland,1881,6220,41.9,2840000
Sweden,Sweden,1881,2560,48.5,4540000
Suriname,Suriname,1881,2480,33,127000
Sudan,Sudan,1881,698,31.4,4830000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1881,1270,26,40100
St. Lucia,St. Lucia,1881,1070,28.1,38300
Sri Lanka,Sri Lanka,1881,1470,32.6,3050000
Spain,Spain,1881,2560,29.5,17000000
South Sudan,South Sudan,1881,683,27.8,1620000
South Korea,South Korea,1881,530,25.8,9810000
South Africa,South Africa,1881,3250,33.8,3200000
Somalia,Somalia,1881,750,30.1,1460000
Solomon Islands,Solomon Islands,1881,451,25.1,69500
Slovenia,Slovenia,1881,2360,36.5,804000
Slovak Republic,Slovak Republic,1881,2280,36.4,2670000
Singapore,Singapore,1881,1550,34,120000
Sierra Leone,Sierra Leone,1881,988,26,1240000
Seychelles,Seychelles,1881,1090,39.9,15500
Serbia,Serbia,1881,2270,35.6,3670000
Senegal,Senegal,1881,669,25.8,1540000
Saudi Arabia,Saudi Arabia,1881,937,32.9,2410000
Sao Tome and Principe,Sao Tome and Principe,1881,988,31.2,36000
Samoa,Samoa,1881,1730,25.9,37800
Rwanda,Rwanda,1881,478,32,1380000
Russia,Russia,1881,2170,32.1,54500000
Romania,Romania,1881,1900,35.7,9790000
Qatar,Qatar,1881,1670,30.8,14800
Portugal,Portugal,1881,1790,35.6,4670000
Poland,Poland,1881,1880,35.9,20000000
Philippines,Philippines,1881,1070,31,5070000
Peru,Peru,1881,1420,35.3,3010000
Paraguay,Paraguay,1881,1800,35.7,407000
Papua New Guinea,Papua New Guinea,1881,674,32.1,1100000
Panama,Panama,1881,1690,33,204000
Palestine,Palestine,1881,1270,32.5,227000
Pakistan,Pakistan,1881,1050,26.6,17100000
Oman,Oman,1881,1240,32.3,384000
Norway,Norway,1881,2850,50.5,1900000
North Korea,North Korea,1881,533,26.4,4810000
Nigeria,Nigeria,1881,1160,31.6,15800000
Niger,Niger,1881,601,31.5,1740000
Nicaragua,Nicaragua,1881,1870,25.6,455000
New Zealand,New Zealand,1881,6270,39,529000
Netherlands,Netherlands,1881,5520,42.9,4080000
Nepal,Nepal,1881,715,33.4,5030000
Namibia,Namibia,1881,1350,32.8,231000
Myanmar,Myanmar,1881,954,30.6,5830000
Mozambique,Mozambique,1881,409,31,3470000
Morocco,Morocco,1881,797,33.3,4080000
Montenegro,Montenegro,1881,1770,35.5,216000
Mongolia,Mongolia,1881,658,31.8,681000
Moldova,Moldova,1881,867,33,1240000
Mexico,Mexico,1881,1550,26.9,10600000
Mauritius,Mauritius,1881,1270,32.5,356000
Mauritania,Mauritania,1881,710,32.4,493000
Marshall Islands,Marshall Islands,1881,566,,8480
Malta,Malta,1881,1370,32.9,199000
Mali,Mali,1881,617,27.1,2480000
Maldives,Maldives,1881,840,32.2,58500
Malaysia,Malaysia,1881,1170,30.6,1170000
Malawi,Malawi,1881,354,30.5,751000
Madagascar,Madagascar,1881,771,30.9,2550000
Luxembourg,Luxembourg,1881,3000,37.9,189000
Lithuania,Lithuania,1881,1930,33.6,1370000
Libya,Libya,1881,2220,33.8,761000
Liberia,Liberia,1881,941,31.8,522000
Lesotho,Lesotho,1881,411,33.3,437000
Lebanon,Lebanon,1881,1730,29.7,498000
Latvia,Latvia,1881,1140,40,1030000
Lao,Lao,1881,1000,31.6,881000
Kyrgyz Republic,Kyrgyz Republic,1881,870,23.1,926000
Kuwait,Kuwait,1881,1670,26.2,85800
Kiribati,Kiribati,1881,592,25.1,23900
Kenya,Kenya,1881,1100,25.8,2610000
Jordan,Jordan,1881,1310,31.8,289000
Japan,Japan,1881,1340,37.1,37200000
Jamaica,Jamaica,1881,934,34.2,571000
Italy,Italy,1881,2930,34.2,29800000
Israel,Israel,1881,945,31.9,284000
Ireland,Ireland,1881,3310,44.1,3620000
Iraq,Iraq,1881,1300,31.3,1800000
Iran,Iran,1881,1160,25.9,8930000
Indonesia,Indonesia,1881,1140,30.1,30500000
India,India,1881,1090,25.4,224000000
Iceland,Iceland,1881,2040,35.8,91100
Hungary,Hungary,1881,2180,36,6290000
Honduras,Honduras,1881,1470,34.2,448000
Haiti,Haiti,1881,1180,28.9,1290000
Guyana,Guyana,1881,1840,31.2,252000
Guinea-Bissau,Guinea-Bissau,1881,819,31.7,332000
Guinea,Guinea,1881,511,31.1,1680000
Guatemala,Guatemala,1881,1410,25.7,1190000
Grenada,Grenada,1881,1250,37.5,43300
Greece,Greece,1881,2310,37.1,4090000
Ghana,Ghana,1881,754,28.4,1690000
Germany,Germany,1881,3110,39,44100000
Georgia,Georgia,1881,727,30.9,1870000
Gambia,Gambia,1881,854,30.2,163000
Gabon,Gabon,1881,395,31,265000
France,France,1881,3780,43.6,39200000
Finland,Finland,1881,1850,37.6,2080000
Fiji,Fiji,1881,968,26.3,126000
Ethiopia,Ethiopia,1881,535,26.1,6920000
Estonia,Estonia,1881,1420,40.3,585000
Eritrea,Eritrea,1881,623,30.6,459000
Equatorial Guinea,Equatorial Guinea,1881,396,30.2,98600
El Salvador,El Salvador,1881,1630,28.8,580000
Egypt,Egypt,1881,987,33,7960000
Ecuador,Ecuador,1881,783,33.2,1170000
Dominican Republic,Dominican Republic,1881,931,30.3,325000
Dominica,Dominica,1881,1000,,27600
Djibouti,Djibouti,1881,972,30.6,36400
Denmark,Denmark,1881,3910,48.4,2100000
Czech Republic,Czech Republic,1881,3060,35,6900000
Cyprus,Cyprus,1881,1760,38.4,190000
Cuba,Cuba,1881,2210,38,1570000
Croatia,Croatia,1881,2250,36.1,2100000
Cote d'Ivoire,Cote d'Ivoire,1881,1120,31.7,1640000
Costa Rica,Costa Rica,1881,1540,30.3,177000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1881,677,32.1,7710000
Comoros,Comoros,1881,756,32.4,91600
Colombia,Colombia,1881,1130,32.3,2930000
China,China,1881,1010,31.9,370000000
Chile,Chile,1881,2660,32.1,2320000
Chad,Chad,1881,563,31.6,1460000
Central African Republic,Central African Republic,1881,571,30.5,644000
Canada,Canada,1881,3390,44.7,4420000
Cameroon,Cameroon,1881,843,29.1,2190000
Cambodia,Cambodia,1881,992,35.3,2530000
Burundi,Burundi,1881,451,31.6,1400000
Burkina Faso,Burkina Faso,1881,515,29.6,2590000
Bulgaria,Bulgaria,1881,1650,39.4,3040000
Brazil,Brazil,1881,1470,32.1,12100000
Botswana,Botswana,1881,535,33.7,122000
Bosnia and Herzegovina,Bosnia and Herzegovina,1881,918,35.1,1450000
Bhutan,Bhutan,1881,712,29.8,123000
Benin,Benin,1881,803,31.4,1150000
Belize,Belize,1881,875,26.5,27400
Belgium,Belgium,1881,5700,44.4,5620000
Belarus,Belarus,1881,876,36.1,4130000
Barbados,Barbados,1881,1380,32.3,172000
Bangladesh,Bangladesh,1881,905,24.1,26200000
Bahrain,Bahrain,1881,2180,30.4,68500
Bahamas,Bahamas,1881,2190,35.1,43800
Azerbaijan,Azerbaijan,1881,1090,28.2,1540000
Austria,Austria,1881,4060,35,4990000
Australia,Australia,1881,7400,39.9,2320000
Armenia,Armenia,1881,652,33,720000
Argentina,Argentina,1881,3050,32.9,2570000
Antigua and Barbuda,Antigua and Barbuda,1881,1150,33.6,35300
Angola,Angola,1881,881,27.9,2550000
Andorra,Andorra,1881,2550,,3910
Algeria,Algeria,1881,1420,29.3,4180000
Albania,Albania,1881,882,35.4,679000
Afghanistan,Afghanistan,1881,744,28.1,4450000
Vietnam,,1881,917,31.7,11600000
Turkmenistan,,1881,1430,21.6,643000
Swaziland,,1881,659,32.5,86900
"Micronesia, Fed. Sts.",,1881,545,26.6,22300
"Macedonia, FYR",,1881,1160,36.2,675000
Kazakhstan,,1881,1730,25.4,3560000
"Congo, Rep.",,1881,723,32.4,494000
Cape Verde,,1881,688,34.2,96000
Brunei,,1881,1870,29.1,8500
Bolivia,,1881,1530,33.4,1640000
Zimbabwe,Zimbabwe,1882,959,33.9,1680000
Zambia,Zambia,1882,809,33.1,743000
Yemen,Yemen,1882,1110,23.4,2980000
Venezuela,Venezuela,1882,1210,32.3,2080000
Vanuatu,Vanuatu,1882,725,24.6,35800
Uzbekistan,Uzbekistan,1882,609,26.4,3370000
Uruguay,Uruguay,1882,5440,32.9,514000
United States,United States,1882,5550,40.6,53700000
United Kingdom,United Kingdom,1882,6690,44.9,31500000
United Arab Emirates,United Arab Emirates,1882,1540,30.9,43200
Ukraine,Ukraine,1882,1170,36.5,19900000
Uganda,Uganda,1882,627,25.4,2580000
Turkey,Turkey,1882,1670,35.4,12700000
Tunisia,Tunisia,1882,966,29.2,1350000
Trinidad and Tobago,Trinidad and Tobago,1882,1730,38.8,171000
Tonga,Tonga,1882,820,28.2,19400
Togo,Togo,1882,923,31.7,767000
Timor-Leste,Timor-Leste,1882,613,29.3,272000
Thailand,Thailand,1882,1170,30.6,6370000
Tanzania,Tanzania,1882,666,32.7,3740000
Tajikistan,Tajikistan,1882,795,23.5,820000
Syria,Syria,1882,1290,31.4,1690000
Switzerland,Switzerland,1882,6020,43,2850000
Sweden,Sweden,1882,2470,48.6,4570000
Suriname,Suriname,1882,2490,33,128000
Sudan,Sudan,1882,701,31.4,4830000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1882,1280,26,40300
St. Lucia,St. Lucia,1882,1080,28.1,38800
Sri Lanka,Sri Lanka,1882,1550,32.6,3080000
Spain,Spain,1882,2580,29.5,17100000
South Sudan,South Sudan,1882,686,27.9,1630000
South Korea,South Korea,1882,530,25.8,9820000
South Africa,South Africa,1882,3110,33.8,3260000
Somalia,Somalia,1882,750,30.2,1470000
Solomon Islands,Solomon Islands,1882,453,25.1,69600
Slovenia,Slovenia,1882,2400,36.5,811000
Slovak Republic,Slovak Republic,1882,2310,36.4,2680000
Singapore,Singapore,1882,1590,34,123000
Sierra Leone,Sierra Leone,1882,993,26.1,1250000
Seychelles,Seychelles,1882,1100,40.1,15500
Serbia,Serbia,1882,2310,35.6,3700000
Senegal,Senegal,1882,673,25.8,1550000
Saudi Arabia,Saudi Arabia,1882,939,33,2420000
Sao Tome and Principe,Sao Tome and Principe,1882,990,31.2,36300
Samoa,Samoa,1882,1730,26,37500
Rwanda,Rwanda,1882,478,32,1390000
Russia,Russia,1882,2190,26.7,55000000
Romania,Romania,1882,1930,35.7,9850000
Qatar,Qatar,1882,1700,30.8,14900
Portugal,Portugal,1882,1830,35.6,4710000
Poland,Poland,1882,1910,35.9,20300000
Philippines,Philippines,1882,1070,31,5140000
Peru,Peru,1882,1420,35.2,3050000
Paraguay,Paraguay,1882,1820,35.8,409000
Papua New Guinea,Papua New Guinea,1882,676,32.2,1100000
Panama,Panama,1882,1710,33.1,207000
Palestine,Palestine,1882,1270,32.6,230000
Pakistan,Pakistan,1882,1060,26.8,17200000
Oman,Oman,1882,1250,32.3,386000
Norway,Norway,1882,2860,47.4,1910000
North Korea,North Korea,1882,532,26.4,4830000
Nigeria,Nigeria,1882,1170,31.7,15800000
Niger,Niger,1882,603,31.5,1750000
Nicaragua,Nicaragua,1882,1890,25.7,460000
New Zealand,New Zealand,1882,6070,39.4,548000
Netherlands,Netherlands,1882,5590,43.8,4120000
Nepal,Nepal,1882,721,33.4,5060000
Namibia,Namibia,1882,1370,32.8,231000
Myanmar,Myanmar,1882,965,30.6,6000000
Mozambique,Mozambique,1882,410,31.1,3500000
Morocco,Morocco,1882,798,33.3,4110000
Montenegro,Montenegro,1882,1800,35.6,218000
Mongolia,Mongolia,1882,659,31.7,682000
Moldova,Moldova,1882,872,33,1260000
Mexico,Mexico,1882,1580,26.9,10700000
Mauritius,Mauritius,1882,1270,27.9,358000
Mauritania,Mauritania,1882,714,32.4,495000
Marshall Islands,Marshall Islands,1882,567,,8530
Malta,Malta,1882,1380,33.4,201000
Mali,Mali,1882,617,27.1,2500000
Maldives,Maldives,1882,840,32.2,58800
Malaysia,Malaysia,1882,1170,30.6,1220000
Malawi,Malawi,1882,354,30.6,752000
Madagascar,Madagascar,1882,775,31,2560000
Luxembourg,Luxembourg,1882,3030,38.4,190000
Lithuania,Lithuania,1882,1940,34,1380000
Libya,Libya,1882,2250,33.8,766000
Liberia,Liberia,1882,944,31.9,526000
Lesotho,Lesotho,1882,412,33.4,440000
Lebanon,Lebanon,1882,1740,29.7,501000
Latvia,Latvia,1882,1150,40.3,1040000
Lao,Lao,1882,1010,31.6,894000
Kyrgyz Republic,Kyrgyz Republic,1882,878,23.3,935000
Kuwait,Kuwait,1882,1700,26.2,86200
Kiribati,Kiribati,1882,592,25.1,24100
Kenya,Kenya,1882,1100,25.8,2610000
Jordan,Jordan,1882,1320,31.8,291000
Japan,Japan,1882,1360,37.2,37500000
Jamaica,Jamaica,1882,937,40.1,578000
Italy,Italy,1882,2990,34.3,30000000
Israel,Israel,1882,950,31.9,288000
Ireland,Ireland,1882,3340,44.4,3590000
Iraq,Iraq,1882,1310,31.4,1820000
Iran,Iran,1882,1170,25.9,8980000
Indonesia,Indonesia,1882,1100,30.1,30800000
India,India,1882,1090,25.3,225000000
Iceland,Iceland,1882,1820,17.7,91700
Hungary,Hungary,1882,2220,36,6330000
Honduras,Honduras,1882,1490,34.3,452000
Haiti,Haiti,1882,1190,28.9,1310000
Guyana,Guyana,1882,1850,31.2,253000
Guinea-Bissau,Guinea-Bissau,1882,820,31.7,334000
Guinea,Guinea,1882,513,31.2,1700000
Guatemala,Guatemala,1882,1420,25.7,1200000
Grenada,Grenada,1882,1250,37.5,44000
Greece,Greece,1882,2340,37.3,4130000
Ghana,Ghana,1882,755,28.4,1700000
Germany,Germany,1882,3140,39.1,44600000
Georgia,Georgia,1882,731,31.1,1890000
Gambia,Gambia,1882,854,30.4,164000
Gabon,Gabon,1882,395,31,267000
France,France,1882,3910,43.2,39300000
Finland,Finland,1882,2010,40.4,2110000
Fiji,Fiji,1882,971,26.3,126000
Ethiopia,Ethiopia,1882,535,29.8,7020000
Estonia,Estonia,1882,1430,40.6,590000
Eritrea,Eritrea,1882,625,30.6,465000
Equatorial Guinea,Equatorial Guinea,1882,396,30.2,99000
El Salvador,El Salvador,1882,1640,28.8,589000
Egypt,Egypt,1882,1020,33,8060000
Ecuador,Ecuador,1882,788,33.3,1180000
Dominican Republic,Dominican Republic,1882,936,30.3,333000
Dominica,Dominica,1882,1010,,27600
Djibouti,Djibouti,1882,975,30.7,36700
Denmark,Denmark,1882,4020,46.8,2120000
Czech Republic,Czech Republic,1882,3100,35,6930000
Cyprus,Cyprus,1882,1780,38.4,192000
Cuba,Cuba,1882,2240,39.1,1590000
